,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative
677,2015,1-Lubbock,Male,Hispanic,Birth to Five Years Old,22.0,10.0,8.0,,1.0,3.0,,,27,55,439,7.9818181818181815,10.0,10.0,60.0,45.0,56.0,49.0
678,2015,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,17.0,26.0,,7.0,9.0,1.0,,,45,62,843,13.596774193548388,14.0,14.0,55.0,52.0,57.0,50.0
679,2015,1-Lubbock,Male,Other,Six to Twelve Years Old,7.0,,,,1.0,1.0,,,10,4,39,9.75,10.0,14.0,15.0,8.0,17.0,6.0
680,2015,10-El Paso,Female,African American,Birth to Five Years Old,2.0,,,,1.0,,,,2,1,3,3.0,4.0,10.0,1.0,,,1.0
681,2015,10-El Paso,Female,Anglo,Six to Twelve Years Old,,5.0,,2.0,,,,,5,4,89,22.25,4.0,14.0,3.0,2.0,3.0,2.0
682,2015,10-El Paso,Female,Hispanic,Birth to Five Years Old,10.0,12.0,4.0,,2.0,2.0,,,21,10,119,11.9,8.0,10.0,10.0,3.0,9.0,4.0
683,2015,10-El Paso,Female,Hispanic,Six to Twelve Years Old,5.0,10.0,,1.0,2.0,,,,13,24,314,13.083333333333334,14.0,14.0,12.0,8.0,12.0,8.0
684,2015,10-El Paso,Female,Other,Birth to Five Years Old,1.0,,1.0,,,,,,1,1,3,3.0,2.0,10.0,1.0,2.0,1.0,2.0
685,2015,10-El Paso,Male,African American,Birth to Five Years Old,4.0,1.0,1.0,1.0,2.0,,,,5,4,38,9.5,6.0,10.0,3.0,2.0,1.0,4.0
686,2015,10-El Paso,Male,Anglo,Birth to Five Years Old,,3.0,,,1.0,,,,3,3,18,6.0,8.0,10.0,5.0,,4.0,1.0
687,2015,10-El Paso,Male,Hispanic,Birth to Five Years Old,5.0,9.0,1.0,,3.0,2.0,,,17,19,180,9.473684210526315,10.0,10.0,11.0,7.0,13.0,5.0
688,2015,10-El Paso,Male,Hispanic,Six to Twelve Years Old,7.0,13.0,,5.0,9.0,2.0,,,21,18,360,20.0,14.0,14.0,10.0,9.0,12.0,7.0
689,2015,11-Edinburg,Female,Anglo,Birth to Five Years Old,2.0,7.0,3.0,,1.0,1.0,,,7,9,98,10.88888888888889,10.0,10.0,21.0,11.0,20.0,12.0
690,2015,11-Edinburg,Female,Hispanic,Birth to Five Years Old,6.0,20.0,5.0,,,1.0,,,30,53,379,7.150943396226415,10.0,10.0,67.0,51.0,61.0,57.0
691,2015,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,2.0,13.0,,1.0,2.0,,,,15,80,1600,20.0,14.0,14.0,80.0,57.0,76.0,61.0
692,2015,11-Edinburg,Male,Anglo,Six to Twelve Years Old,2.0,2.0,,2.0,2.0,1.0,,,5,9,99,11.0,14.0,14.0,21.0,4.0,22.0,3.0
693,2015,11-Edinburg,Male,Hispanic,Birth to Five Years Old,5.0,24.0,8.0,,2.0,5.0,,1.0,43,63,741,11.761904761904763,10.0,10.0,71.0,58.0,69.0,60.0
694,2015,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,5.0,14.0,3.0,3.0,8.0,6.0,,,23,72,1770,24.583333333333332,14.0,14.0,80.0,57.0,85.0,52.0
695,2015,11-Edinburg,Male,Other,Birth to Five Years Old,1.0,,1.0,,,,,,2,1,14,14.0,8.0,10.0,6.0,2.0,5.0,3.0
696,2015,2-Abilene,Female,Anglo,Birth to Five Years Old,4.0,22.0,7.0,,2.0,1.0,,,25,9,76,8.444444444444445,10.0,10.0,26.0,20.0,22.0,24.0
697,2015,2-Abilene,Female,Anglo,Six to Twelve Years Old,1.0,7.0,,2.0,4.0,2.0,,,11,17,362,21.294117647058822,14.0,14.0,30.0,26.0,28.0,28.0
698,2015,2-Abilene,Female,Hispanic,Birth to Five Years Old,7.0,6.0,4.0,,3.0,1.0,,1.0,13,8,103,12.875,10.0,10.0,21.0,14.0,18.0,17.0
699,2015,2-Abilene,Female,Hispanic,Six to Twelve Years Old,6.0,,1.0,,,,,,5,11,193,17.545454545454547,14.0,14.0,23.0,16.0,21.0,18.0
700,2015,2-Abilene,Male,Anglo,Birth to Five Years Old,3.0,23.0,4.0,2.0,3.0,3.0,,1.0,25,9,67,7.444444444444445,10.0,10.0,27.0,22.0,20.0,29.0
701,2015,2-Abilene,Male,Anglo,Six to Twelve Years Old,,5.0,,,1.0,,,,5,13,196,15.076923076923077,14.0,14.0,40.0,22.0,37.0,25.0
702,2015,2-Abilene,Male,Hispanic,Birth to Five Years Old,6.0,2.0,1.0,,,1.0,,,7,7,50,7.142857142857143,10.0,10.0,24.0,11.0,19.0,16.0
703,2015,2-Abilene,Male,Hispanic,Six to Twelve Years Old,7.0,2.0,,,1.0,,,,9,16,406,25.375,14.0,14.0,32.0,16.0,31.0,17.0
704,2015,2-Abilene,Male,Other,Six to Twelve Years Old,1.0,,,1.0,1.0,1.0,,,2,2,2,1.0,8.0,14.0,7.0,5.0,6.0,6.0
705,2015,3-Arlington,Female,African American,Birth to Five Years Old,24.0,40.0,10.0,1.0,1.0,2.0,,,62,58,472,8.137931034482758,10.0,10.0,42.0,33.0,37.0,38.0
706,2015,3-Arlington,Female,African American,Six to Twelve Years Old,3.0,29.0,3.0,2.0,2.0,1.0,,,32,65,1277,19.646153846153847,14.0,14.0,52.0,24.0,45.0,31.0
707,2015,3-Arlington,Female,Anglo,Birth to Five Years Old,21.0,130.0,32.0,1.0,14.0,5.0,,2.0,140,60,477,7.95,10.0,10.0,81.0,59.0,71.0,69.0
708,2015,3-Arlington,Female,Anglo,Six to Twelve Years Old,14.0,58.0,1.0,9.0,12.0,2.0,,1.0,78,62,881,14.209677419354838,14.0,14.0,99.0,72.0,101.0,70.0
709,2015,3-Arlington,Female,Hispanic,Birth to Five Years Old,67.0,27.0,25.0,1.0,8.0,5.0,,2.0,91,51,383,7.509803921568627,10.0,10.0,59.0,32.0,50.0,41.0
710,2015,3-Arlington,Female,Hispanic,Six to Twelve Years Old,41.0,14.0,,3.0,3.0,2.0,,,49,54,756,14.0,14.0,14.0,66.0,43.0,68.0,41.0
711,2015,3-Arlington,Female,Other,Birth to Five Years Old,24.0,,3.0,,1.0,2.0,,1.0,20,15,107,7.133333333333334,10.0,10.0,29.0,23.0,26.0,26.0
712,2015,3-Arlington,Female,Other,Six to Twelve Years Old,8.0,,2.0,,,,,,10,18,386,21.444444444444443,12.0,14.0,23.0,19.0,20.0,22.0
713,2015,3-Arlington,Male,African American,Birth to Five Years Old,30.0,58.0,17.0,1.0,9.0,9.0,,1.0,90,62,515,8.306451612903226,10.0,10.0,43.0,27.0,39.0,31.0
714,2015,3-Arlington,Male,African American,Six to Twelve Years Old,1.0,30.0,3.0,1.0,3.0,,,,27,67,1359,20.28358208955224,14.0,14.0,59.0,32.0,56.0,35.0
715,2015,3-Arlington,Male,Anglo,Birth to Five Years Old,33.0,116.0,33.0,6.0,16.0,8.0,,,144,81,651,8.037037037037036,10.0,10.0,102.0,63.0,91.0,74.0
716,2015,3-Arlington,Male,Anglo,Six to Twelve Years Old,12.0,56.0,3.0,7.0,12.0,1.0,,,63,103,1690,16.40776699029126,14.0,14.0,122.0,67.0,116.0,73.0
717,2015,3-Arlington,Male,Hispanic,Birth to Five Years Old,57.0,20.0,14.0,,5.0,4.0,,,77,67,615,9.17910447761194,10.0,10.0,60.0,35.0,50.0,45.0
718,2015,3-Arlington,Male,Hispanic,Six to Twelve Years Old,24.0,9.0,2.0,6.0,7.0,,,,32,49,951,19.408163265306122,14.0,14.0,66.0,34.0,61.0,39.0
719,2015,3-Arlington,Male,Other,Birth to Five Years Old,31.0,,7.0,,2.0,3.0,,,27,11,60,5.454545454545454,10.0,10.0,29.0,23.0,27.0,25.0
720,2015,3-Arlington,Male,Other,Six to Twelve Years Old,9.0,,,,2.0,1.0,,,10,21,507,24.142857142857142,14.0,14.0,36.0,14.0,34.0,16.0
721,2015,4-Tyler,Female,African American,Birth to Five Years Old,7.0,5.0,3.0,1.0,3.0,2.0,1.0,,12,10,94,9.4,10.0,10.0,16.0,28.0,16.0,28.0
722,2015,4-Tyler,Female,African American,Six to Twelve Years Old,3.0,7.0,1.0,3.0,4.0,1.0,,,11,4,56,14.0,12.0,14.0,18.0,19.0,21.0,16.0
723,2015,4-Tyler,Female,Anglo,Birth to Five Years Old,7.0,31.0,8.0,2.0,7.0,2.0,,2.0,47,41,235,5.7317073170731705,10.0,10.0,58.0,71.0,67.0,62.0
724,2015,4-Tyler,Female,Anglo,Six to Twelve Years Old,,22.0,,6.0,4.0,,,,29,36,470,13.055555555555555,14.0,14.0,72.0,57.0,77.0,52.0
725,2015,4-Tyler,Female,Hispanic,Birth to Five Years Old,5.0,2.0,1.0,,1.0,1.0,,,10,9,72,8.0,10.0,10.0,22.0,15.0,24.0,13.0
726,2015,4-Tyler,Female,Hispanic,Six to Twelve Years Old,7.0,1.0,,2.0,5.0,,,,10,10,230,23.0,14.0,14.0,23.0,22.0,24.0,21.0
727,2015,4-Tyler,Male,African American,Birth to Five Years Old,6.0,2.0,3.0,,2.0,1.0,,1.0,8,20,125,6.25,10.0,10.0,23.0,33.0,24.0,32.0
728,2015,4-Tyler,Male,African American,Six to Twelve Years Old,3.0,2.0,1.0,2.0,1.0,,,,4,11,245,22.272727272727273,14.0,14.0,28.0,26.0,30.0,24.0
729,2015,4-Tyler,Male,Anglo,Birth to Five Years Old,6.0,37.0,3.0,1.0,3.0,3.0,,1.0,43,47,332,7.0638297872340425,10.0,10.0,69.0,63.0,73.0,59.0
730,2015,4-Tyler,Male,Anglo,Six to Twelve Years Old,3.0,26.0,2.0,9.0,11.0,1.0,,,38,46,797,17.32608695652174,14.0,14.0,81.0,75.0,96.0,60.0
731,2015,4-Tyler,Male,Hispanic,Birth to Five Years Old,13.0,2.0,3.0,,,,,,16,8,58,7.25,10.0,10.0,11.0,23.0,14.0,20.0
732,2015,4-Tyler,Male,Hispanic,Six to Twelve Years Old,6.0,,,,,2.0,,,10,8,93,11.625,14.0,14.0,25.0,19.0,27.0,17.0
733,2015,4-Tyler,Male,Other,Birth to Five Years Old,11.0,,1.0,1.0,2.0,1.0,,,10,9,33,3.6666666666666665,10.0,10.0,23.0,19.0,23.0,19.0
734,2015,4-Tyler,Male,Other,Six to Twelve Years Old,2.0,,,,2.0,1.0,,,5,6,142,23.666666666666668,12.0,14.0,15.0,14.0,17.0,12.0
735,2015,5-Beaumont,Female,African American,Birth to Five Years Old,14.0,10.0,4.0,,,1.0,,,28,14,129,9.214285714285714,10.0,10.0,24.0,12.0,19.0,17.0
736,2015,5-Beaumont,Female,African American,Six to Twelve Years Old,3.0,2.0,,1.0,1.0,1.0,,1.0,3,21,443,21.095238095238095,14.0,14.0,33.0,7.0,26.0,14.0
737,2015,5-Beaumont,Female,Anglo,Birth to Five Years Old,2.0,24.0,4.0,,3.0,3.0,,,25,19,107,5.631578947368421,10.0,10.0,40.0,29.0,35.0,34.0
738,2015,5-Beaumont,Female,Anglo,Six to Twelve Years Old,1.0,10.0,,3.0,1.0,,,,11,14,150,10.714285714285714,14.0,14.0,38.0,30.0,33.0,35.0
739,2015,5-Beaumont,Female,Other,Birth to Five Years Old,5.0,,1.0,,,,,,3,4,15,3.75,10.0,10.0,14.0,7.0,13.0,8.0
740,2015,5-Beaumont,Male,African American,Birth to Five Years Old,7.0,9.0,6.0,2.0,5.0,1.0,,1.0,22,22,148,6.7272727272727275,10.0,10.0,26.0,18.0,24.0,20.0
741,2015,5-Beaumont,Male,African American,Six to Twelve Years Old,1.0,6.0,3.0,,3.0,1.0,,1.0,10,11,279,25.363636363636363,14.0,14.0,19.0,9.0,18.0,10.0
742,2015,5-Beaumont,Male,Anglo,Birth to Five Years Old,6.0,27.0,6.0,2.0,1.0,,,,30,26,137,5.269230769230769,10.0,10.0,47.0,33.0,46.0,34.0
743,2015,5-Beaumont,Male,Anglo,Six to Twelve Years Old,,10.0,,3.0,4.0,,,,12,12,96,8.0,14.0,14.0,48.0,33.0,53.0,28.0
744,2015,6-Houston,Female,African American,Birth to Five Years Old,41.0,98.0,23.0,3.0,10.0,14.0,1.0,1.0,134,106,955,9.00943396226415,10.0,10.0,34.0,31.0,33.0,32.0
745,2015,6-Houston,Female,African American,Six to Twelve Years Old,3.0,64.0,6.0,13.0,21.0,4.0,,,75,74,2047,27.66216216216216,14.0,14.0,36.0,29.0,41.0,24.0
746,2015,6-Houston,Female,Anglo,Birth to Five Years Old,10.0,63.0,7.0,,3.0,2.0,,1.0,53,60,406,6.766666666666667,10.0,10.0,53.0,30.0,40.0,43.0
747,2015,6-Houston,Female,Anglo,Six to Twelve Years Old,11.0,34.0,1.0,1.0,7.0,3.0,,,44,41,623,15.195121951219512,14.0,14.0,63.0,40.0,58.0,45.0
748,2015,6-Houston,Female,Hispanic,Birth to Five Years Old,39.0,41.0,14.0,2.0,5.0,4.0,,,85,69,461,6.681159420289855,10.0,10.0,35.0,32.0,35.0,32.0
749,2015,6-Houston,Female,Hispanic,Six to Twelve Years Old,26.0,27.0,4.0,6.0,11.0,3.0,,,52,55,722,13.127272727272727,14.0,14.0,48.0,27.0,48.0,27.0
750,2015,6-Houston,Female,Other,Birth to Five Years Old,27.0,,5.0,,1.0,,,,19,15,151,10.066666666666666,10.0,10.0,18.0,15.0,17.0,16.0
751,2015,6-Houston,Female,Other,Six to Twelve Years Old,17.0,,1.0,2.0,2.0,,,,14,8,148,18.5,12.0,14.0,15.0,9.0,15.0,9.0
752,2015,6-Houston,Male,African American,Birth to Five Years Old,36.0,109.0,32.0,8.0,15.0,11.0,1.0,1.0,133,96,1024,10.666666666666666,10.0,10.0,35.0,27.0,33.0,29.0
753,2015,6-Houston,Male,African American,Six to Twelve Years Old,5.0,56.0,4.0,8.0,26.0,4.0,,,60,130,3961,30.46923076923077,14.0,14.0,48.0,32.0,52.0,28.0
754,2015,6-Houston,Male,Anglo,Birth to Five Years Old,10.0,72.0,17.0,,9.0,1.0,,1.0,71,54,328,6.074074074074074,10.0,10.0,54.0,37.0,45.0,46.0
755,2015,6-Houston,Male,Anglo,Six to Twelve Years Old,11.0,42.0,2.0,6.0,14.0,1.0,,,47,62,1425,22.983870967741936,14.0,14.0,64.0,38.0,53.0,49.0
756,2015,6-Houston,Male,Hispanic,Birth to Five Years Old,51.0,28.0,9.0,1.0,9.0,7.0,,2.0,88,70,688,9.82857142857143,10.0,10.0,33.0,35.0,36.0,32.0
757,2015,6-Houston,Male,Hispanic,Six to Twelve Years Old,30.0,18.0,4.0,6.0,11.0,2.0,,1.0,52,62,1540,24.838709677419356,14.0,14.0,46.0,27.0,43.0,30.0
758,2015,6-Houston,Male,Other,Birth to Five Years Old,28.0,,2.0,,,,1.0,,16,19,151,7.947368421052632,10.0,10.0,18.0,13.0,17.0,14.0
759,2015,6-Houston,Male,Other,Six to Twelve Years Old,11.0,,,3.0,4.0,,,,11,16,405,25.3125,14.0,14.0,19.0,14.0,20.0,13.0
760,2015,7-Austin,Female,African American,Birth to Five Years Old,23.0,34.0,4.0,,3.0,,,,52,36,267,7.416666666666667,10.0,10.0,39.0,34.0,34.0,39.0
761,2015,7-Austin,Female,African American,Six to Twelve Years Old,4.0,15.0,,1.0,2.0,1.0,,,14,29,421,14.517241379310345,14.0,14.0,39.0,31.0,38.0,32.0
762,2015,7-Austin,Female,Anglo,Birth to Five Years Old,10.0,45.0,11.0,,3.0,3.0,,,60,52,331,6.365384615384615,10.0,10.0,72.0,77.0,74.0,75.0
763,2015,7-Austin,Female,Anglo,Six to Twelve Years Old,6.0,38.0,1.0,4.0,9.0,1.0,,,49,67,677,10.104477611940299,14.0,14.0,67.0,77.0,68.0,76.0
764,2015,7-Austin,Female,Hispanic,Birth to Five Years Old,47.0,36.0,13.0,1.0,6.0,1.0,,,84,85,493,5.8,10.0,10.0,53.0,62.0,50.0,65.0
765,2015,7-Austin,Female,Hispanic,Six to Twelve Years Old,31.0,24.0,2.0,6.0,6.0,1.0,,1.0,49,44,470,10.681818181818182,14.0,14.0,52.0,57.0,48.0,61.0
766,2015,7-Austin,Female,Other,Birth to Five Years Old,16.0,,2.0,,2.0,,,,14,17,82,4.823529411764706,10.0,10.0,20.0,27.0,18.0,29.0
767,2015,7-Austin,Female,Other,Six to Twelve Years Old,8.0,,1.0,,1.0,,,,11,7,105,15.0,14.0,14.0,9.0,17.0,11.0,15.0
768,2015,7-Austin,Male,African American,Birth to Five Years Old,16.0,32.0,6.0,,1.0,2.0,,,45,37,229,6.1891891891891895,10.0,10.0,33.0,33.0,29.0,37.0
769,2015,7-Austin,Male,African American,Six to Twelve Years Old,5.0,15.0,,2.0,6.0,1.0,,,20,32,403,12.59375,14.0,14.0,45.0,31.0,39.0,37.0
770,2015,7-Austin,Male,Anglo,Birth to Five Years Old,17.0,58.0,17.0,2.0,9.0,4.0,,1.0,75,73,466,6.383561643835616,10.0,10.0,68.0,65.0,61.0,72.0
771,2015,7-Austin,Male,Anglo,Six to Twelve Years Old,8.0,41.0,5.0,6.0,11.0,1.0,,,48,53,577,10.88679245283019,14.0,14.0,73.0,63.0,74.0,62.0
772,2015,7-Austin,Male,Hispanic,Birth to Five Years Old,51.0,30.0,12.0,1.0,12.0,3.0,,1.0,84,88,521,5.920454545454546,10.0,10.0,64.0,60.0,61.0,63.0
773,2015,7-Austin,Male,Hispanic,Six to Twelve Years Old,26.0,25.0,,6.0,9.0,,,,46,66,927,14.045454545454545,14.0,14.0,63.0,61.0,63.0,61.0
774,2015,7-Austin,Male,Other,Birth to Five Years Old,24.0,,1.0,,1.0,2.0,,,21,16,119,7.4375,10.0,10.0,25.0,22.0,20.0,27.0
775,2015,7-Austin,Male,Other,Six to Twelve Years Old,4.0,,1.0,1.0,1.0,,,,3,14,175,12.5,14.0,14.0,18.0,24.0,18.0,24.0
776,2015,8-San Antonio,Female,African American,Birth to Five Years Old,4.0,23.0,6.0,2.0,,,,,27,17,123,7.235294117647059,10.0,10.0,13.0,9.0,15.0,7.0
777,2015,8-San Antonio,Female,African American,Six to Twelve Years Old,3.0,17.0,1.0,2.0,5.0,,,,20,16,430,26.875,14.0,14.0,21.0,10.0,20.0,11.0
778,2015,8-San Antonio,Female,Anglo,Birth to Five Years Old,15.0,32.0,18.0,2.0,11.0,5.0,,2.0,48,38,255,6.7105263157894735,10.0,10.0,42.0,28.0,32.0,38.0
779,2015,8-San Antonio,Female,Anglo,Six to Twelve Years Old,7.0,22.0,,3.0,1.0,,,,28,35,537,15.342857142857143,14.0,14.0,46.0,38.0,47.0,37.0
780,2015,8-San Antonio,Female,Hispanic,Birth to Five Years Old,97.0,157.0,62.0,3.0,13.0,6.0,,1.0,251,174,1282,7.367816091954023,10.0,10.0,79.0,71.0,72.0,78.0
781,2015,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,60.0,129.0,5.0,18.0,15.0,3.0,,,194,166,2459,14.813253012048193,14.0,14.0,113.0,81.0,110.0,84.0
782,2015,8-San Antonio,Female,Other,Birth to Five Years Old,10.0,,,,,1.0,1.0,,7,1,2,2.0,8.0,10.0,4.0,11.0,3.0,12.0
783,2015,8-San Antonio,Female,Other,Six to Twelve Years Old,3.0,,,3.0,,,,,5,7,59,8.428571428571429,10.0,14.0,5.0,9.0,8.0,6.0
784,2015,8-San Antonio,Male,African American,Birth to Five Years Old,8.0,13.0,7.0,,3.0,3.0,,,24,16,103,6.4375,10.0,10.0,19.0,10.0,19.0,10.0
785,2015,8-San Antonio,Male,African American,Six to Twelve Years Old,2.0,12.0,1.0,,,,,,12,30,543,18.1,14.0,14.0,18.0,11.0,19.0,10.0
786,2015,8-San Antonio,Male,Anglo,Birth to Five Years Old,14.0,33.0,19.0,3.0,11.0,3.0,,,46,42,277,6.595238095238095,10.0,10.0,36.0,35.0,35.0,36.0
787,2015,8-San Antonio,Male,Anglo,Six to Twelve Years Old,6.0,20.0,2.0,2.0,7.0,1.0,,,29,61,1063,17.42622950819672,14.0,14.0,61.0,37.0,61.0,37.0
788,2015,8-San Antonio,Male,Hispanic,Birth to Five Years Old,114.0,176.0,75.0,9.0,24.0,17.0,,4.0,284,206,1516,7.359223300970874,10.0,10.0,81.0,72.0,77.0,76.0
789,2015,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,61.0,117.0,7.0,11.0,29.0,8.0,,2.0,179,221,3656,16.542986425339368,14.0,14.0,117.0,96.0,118.0,95.0
790,2015,8-San Antonio,Male,Other,Six to Twelve Years Old,9.0,,,4.0,1.0,,,,9,6,64,10.666666666666666,8.0,14.0,6.0,6.0,5.0,7.0
791,2015,9-Midland,Female,Anglo,Birth to Five Years Old,3.0,21.0,3.0,,1.0,1.0,,,24,26,217,8.346153846153847,10.0,10.0,26.0,19.0,26.0,19.0
792,2015,9-Midland,Female,Anglo,Six to Twelve Years Old,2.0,8.0,1.0,1.0,3.0,1.0,,,15,18,262,14.555555555555555,12.0,14.0,29.0,22.0,27.0,24.0
793,2015,9-Midland,Female,Hispanic,Birth to Five Years Old,17.0,8.0,6.0,,3.0,1.0,,,29,36,295,8.194444444444445,10.0,10.0,21.0,36.0,23.0,34.0
794,2015,9-Midland,Female,Hispanic,Six to Twelve Years Old,4.0,6.0,,,2.0,,,,15,34,480,14.117647058823529,14.0,14.0,27.0,35.0,31.0,31.0
795,2015,9-Midland,Male,African American,Birth to Five Years Old,5.0,1.0,1.0,,,,,,5,3,20,6.666666666666667,10.0,10.0,10.0,9.0,10.0,9.0
796,2015,9-Midland,Male,African American,Six to Twelve Years Old,,3.0,,1.0,1.0,,,,4,6,148,24.666666666666668,8.0,14.0,10.0,7.0,14.0,3.0
797,2015,9-Midland,Male,Anglo,Birth to Five Years Old,4.0,13.0,2.0,,4.0,1.0,,,23,18,144,8.0,10.0,10.0,19.0,16.0,17.0,18.0
798,2015,9-Midland,Male,Anglo,Six to Twelve Years Old,2.0,22.0,1.0,1.0,3.0,1.0,,,23,29,435,15.0,14.0,14.0,27.0,22.0,30.0,19.0
799,2015,9-Midland,Male,Hispanic,Birth to Five Years Old,22.0,10.0,4.0,,2.0,,,,37,21,180,8.571428571428571,10.0,10.0,25.0,32.0,26.0,31.0
800,2015,9-Midland,Male,Hispanic,Six to Twelve Years Old,14.0,9.0,2.0,3.0,7.0,1.0,,,26,35,761,21.742857142857144,14.0,14.0,41.0,31.0,42.0,30.0
801,2016,1-Lubbock,Female,African American,Birth to Five Years Old,10.0,7.0,5.0,1.0,,,,,14,7,71,10.142857142857142,10.0,10.0,10.0,5.0,9.0,6.0
802,2016,1-Lubbock,Female,Anglo,Birth to Five Years Old,7.0,26.0,7.0,,3.0,2.0,,1.0,33,14,72,5.142857142857143,10.0,10.0,34.0,19.0,34.0,19.0
803,2016,1-Lubbock,Female,Anglo,Six to Twelve Years Old,3.0,10.0,,2.0,4.0,1.0,,,14,21,164,7.809523809523809,14.0,14.0,34.0,18.0,36.0,16.0
804,2016,1-Lubbock,Female,Hispanic,Birth to Five Years Old,24.0,27.0,9.0,,,1.0,,1.0,58,34,248,7.294117647058823,10.0,10.0,53.0,38.0,52.0,39.0
805,2016,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,28.0,28.0,,2.0,6.0,,,,61,32,442,13.8125,14.0,14.0,46.0,42.0,47.0,41.0
806,2016,1-Lubbock,Female,Other,Six to Twelve Years Old,5.0,,,2.0,2.0,,,,5,2,9,4.5,8.0,13.0,8.0,3.0,8.0,3.0
807,2016,1-Lubbock,Male,African American,Birth to Five Years Old,4.0,4.0,1.0,,,,,,7,8,93,11.625,10.0,10.0,11.0,9.0,11.0,9.0
808,2016,1-Lubbock,Male,African American,Six to Twelve Years Old,3.0,4.0,2.0,1.0,3.0,,,,10,10,278,27.8,10.0,14.0,14.0,7.0,16.0,5.0
809,2016,1-Lubbock,Male,Anglo,Birth to Five Years Old,7.0,20.0,7.0,2.0,7.0,1.0,,1.0,28,22,102,4.636363636363637,10.0,10.0,48.0,14.0,46.0,16.0
810,2016,1-Lubbock,Male,Anglo,Six to Twelve Years Old,2.0,21.0,,4.0,5.0,2.0,,,25,23,319,13.869565217391305,14.0,14.0,45.0,24.0,52.0,17.0
811,2016,1-Lubbock,Male,Hispanic,Birth to Five Years Old,43.0,29.0,6.0,,4.0,1.0,,,73,39,229,5.871794871794871,10.0,10.0,41.0,32.0,44.0,29.0
812,2016,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,28.0,22.0,,5.0,8.0,,,,56,53,880,16.60377358490566,14.0,14.0,59.0,35.0,66.0,28.0
813,2016,1-Lubbock,Male,Other,Six to Twelve Years Old,5.0,,,2.0,2.0,,,,4,6,98,16.333333333333332,6.0,14.0,9.0,1.0,9.0,1.0
814,2016,10-El Paso,Female,Hispanic,Birth to Five Years Old,3.0,9.0,4.0,1.0,,2.0,,,14,8,61,7.625,10.0,10.0,10.0,6.0,11.0,5.0
815,2016,10-El Paso,Female,Hispanic,Six to Twelve Years Old,7.0,16.0,1.0,4.0,4.0,2.0,,,24,15,215,14.333333333333334,14.0,14.0,14.0,10.0,15.0,9.0
816,2016,10-El Paso,Male,African American,Six to Twelve Years Old,,2.0,,,1.0,,,,2,2,5,2.5,2.0,14.0,1.0,2.0,2.0,1.0
817,2016,10-El Paso,Male,Anglo,Birth to Five Years Old,2.0,2.0,,,,1.0,,,4,1,0,0.0,8.0,10.0,4.0,,4.0,
818,2016,10-El Paso,Male,Hispanic,Birth to Five Years Old,9.0,12.0,5.0,,1.0,,1.0,,23,12,85,7.083333333333333,10.0,10.0,8.0,8.0,11.0,5.0
819,2016,10-El Paso,Male,Hispanic,Six to Twelve Years Old,6.0,9.0,,4.0,6.0,,,,15,9,317,35.22222222222222,12.0,14.0,14.0,8.0,14.0,8.0
820,2016,11-Edinburg,Female,Anglo,Birth to Five Years Old,6.0,3.0,3.0,,1.0,1.0,,,12,8,60,7.5,10.0,10.0,15.0,15.0,18.0,12.0
821,2016,11-Edinburg,Female,Anglo,Six to Twelve Years Old,2.0,3.0,,1.0,2.0,1.0,,,6,7,294,42.0,12.0,14.0,13.0,11.0,13.0,11.0
822,2016,11-Edinburg,Female,Hispanic,Birth to Five Years Old,13.0,47.0,8.0,1.0,5.0,2.0,,,58,41,319,7.780487804878049,10.0,10.0,64.0,45.0,58.0,51.0
823,2016,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,8.0,36.0,1.0,7.0,3.0,,,,58,58,1432,24.689655172413794,14.0,14.0,77.0,57.0,81.0,53.0
824,2016,11-Edinburg,Male,African American,Birth to Five Years Old,2.0,,1.0,2.0,,,,,3,1,45,45.0,6.0,10.0,2.0,1.0,3.0,
825,2016,11-Edinburg,Male,Anglo,Birth to Five Years Old,5.0,7.0,1.0,,1.0,,,,14,8,101,12.625,10.0,10.0,17.0,11.0,18.0,10.0
826,2016,11-Edinburg,Male,Anglo,Six to Twelve Years Old,4.0,3.0,,1.0,2.0,,,,4,8,180,22.5,12.0,14.0,19.0,5.0,19.0,5.0
827,2016,11-Edinburg,Male,Hispanic,Birth to Five Years Old,10.0,50.0,12.0,,3.0,4.0,,,55,67,732,10.925373134328359,10.0,10.0,74.0,46.0,69.0,51.0
