Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Chidlren Waiting on Adoption 31 August,Average Months since Termination of Parental Rights
2015,7-Austin,Male,African American,13-17 Years Old,2,104
2015,7-Austin,Male,African American,Birth to 5 Years Old,5,10
2015,7-Austin,Male,African American,Birth to 5 Years Old,8,7
2015,7-Austin,Male,African American,Birth to 5 Years Old,3,9
2015,7-Austin,Male,African American,Birth to 5 Years Old,8,6
2015,7-Austin,Male,African American,6-12 Years Old,4,5
2015,7-Austin,Male,African American,6-12 Years Old,5,5
2015,7-Austin,Male,African American,6-12 Years Old,4,10
2015,7-Austin,Male,African American,6-12 Years Old,6,20
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,4,3
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,20,4
2015,7-Austin,Male,Anglo,6-12 Years Old,8,12
2015,7-Austin,Male,Anglo,6-12 Years Old,14,15
2015,7-Austin,Male,Anglo,6-12 Years Old,2,7
2015,7-Austin,Male,Anglo,13-17 Years Old,7,22
2015,7-Austin,Male,Anglo,13-17 Years Old,10,22
2015,7-Austin,Male,Anglo,13-17 Years Old,6,19
2015,7-Austin,Male,Anglo,13-17 Years Old,8,25
2015,7-Austin,Male,Anglo,13-17 Years Old,5,22
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,17,6
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,16,9
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,9,8
2015,7-Austin,Male,Anglo,Birth to 5 Years Old,7,8
2015,7-Austin,Male,Anglo,6-12 Years Old,8,7
2015,7-Austin,Male,Anglo,6-12 Years Old,9,9
2015,7-Austin,Male,Anglo,6-12 Years Old,8,9
2015,7-Austin,Male,Anglo,6-12 Years Old,4,12
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,3,1
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,18,3
2015,7-Austin,Male,Hispanic,6-12 Years Old,8,13
2015,7-Austin,Male,Hispanic,6-12 Years Old,7,20
2015,7-Austin,Male,Hispanic,6-12 Years Old,4,24
2015,7-Austin,Male,Hispanic,13-17 Years Old,7,23
2015,7-Austin,Male,Hispanic,13-17 Years Old,5,22
2015,7-Austin,Male,Hispanic,13-17 Years Old,6,47
2015,7-Austin,Male,Hispanic,13-17 Years Old,5,47
2015,7-Austin,Male,Hispanic,13-17 Years Old,1,16
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,25,8
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,20,7
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,13,4
2015,7-Austin,Male,Hispanic,Birth to 5 Years Old,9,8
2015,7-Austin,Male,Hispanic,6-12 Years Old,11,14
2015,7-Austin,Male,Hispanic,6-12 Years Old,12,6
2015,7-Austin,Male,Hispanic,6-12 Years Old,13,10
2015,7-Austin,Male,Hispanic,6-12 Years Old,11,21
2015,7-Austin,Male,Native American,13-17 Years Old,1,55
2015,7-Austin,Male,Other,Birth to 5 Years Old,1,2
2015,7-Austin,Male,Other,Birth to 5 Years Old,1,5
2015,7-Austin,Male,Other,6-12 Years Old,2,18
2015,7-Austin,Male,Other,6-12 Years Old,2,7
2015,7-Austin,Male,Other,6-12 Years Old,3,18
2015,7-Austin,Male,Other,13-17 Years Old,2,8
2015,7-Austin,Male,Other,13-17 Years Old,1,40
2015,7-Austin,Male,Other,13-17 Years Old,1,83
2015,7-Austin,Male,Other,Birth to 5 Years Old,3,4
2015,7-Austin,Male,Other,Birth to 5 Years Old,4,7
2015,7-Austin,Male,Other,Birth to 5 Years Old,5,8
2015,7-Austin,Male,Other,Birth to 5 Years Old,2,16
2015,7-Austin,Male,Other,6-12 Years Old,4,8
2015,7-Austin,Male,Other,6-12 Years Old,2,18
2015,7-Austin,Male,Other,6-12 Years Old,1,3
2015,7-Austin,Male,Unknown,6-12 Years Old,1,0
2015,8-San Antonio,Female,African American,Birth to 5 Years Old,7,3
2015,8-San Antonio,Female,African American,6-12 Years Old,1,99
2015,8-San Antonio,Female,African American,6-12 Years Old,4,22
2015,8-San Antonio,Female,African American,6-12 Years Old,1,52
2015,8-San Antonio,Female,African American,13-17 Years Old,2,19
2015,8-San Antonio,Female,African American,13-17 Years Old,4,47
2015,8-San Antonio,Female,African American,13-17 Years Old,3,29
2015,8-San Antonio,Female,African American,13-17 Years Old,2,104
2015,8-San Antonio,Female,African American,13-17 Years Old,1,144
2015,8-San Antonio,Female,African American,Birth to 5 Years Old,2,6
2015,8-San Antonio,Female,African American,Birth to 5 Years Old,4,7
2015,8-San Antonio,Female,African American,Birth to 5 Years Old,2,21
2015,8-San Antonio,Female,African American,Birth to 5 Years Old,2,10
2015,8-San Antonio,Female,African American,6-12 Years Old,4,18
2015,8-San Antonio,Female,African American,6-12 Years Old,3,24
2015,8-San Antonio,Female,African American,6-12 Years Old,2,19
2015,8-San Antonio,Female,African American,6-12 Years Old,1,9
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,3,3
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,8,6
2015,8-San Antonio,Female,Anglo,6-12 Years Old,6,16
2015,8-San Antonio,Female,Anglo,6-12 Years Old,4,26
2015,8-San Antonio,Female,Anglo,6-12 Years Old,8,19
2015,8-San Antonio,Female,Anglo,13-17 Years Old,8,39
2015,8-San Antonio,Female,Anglo,13-17 Years Old,10,37
2015,8-San Antonio,Female,Anglo,13-17 Years Old,11,45
2015,8-San Antonio,Female,Anglo,13-17 Years Old,8,61
2015,8-San Antonio,Female,Anglo,13-17 Years Old,5,46
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,12,7
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,6,7
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,6,8
2015,8-San Antonio,Female,Anglo,Birth to 5 Years Old,3,8
2015,8-San Antonio,Female,Anglo,6-12 Years Old,1,17
2015,8-San Antonio,Female,Anglo,6-12 Years Old,8,8
2015,8-San Antonio,Female,Anglo,6-12 Years Old,2,4
2015,8-San Antonio,Female,Anglo,6-12 Years Old,6,16
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,12,2
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,40,5
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,14,13
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,24,20
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,20,18
2015,8-San Antonio,Female,Hispanic,13-17 Years Old,29,27
2015,8-San Antonio,Female,Hispanic,13-17 Years Old,21,39
2015,8-San Antonio,Female,Hispanic,13-17 Years Old,32,35
2015,8-San Antonio,Female,Hispanic,13-17 Years Old,20,40
2015,8-San Antonio,Female,Hispanic,13-17 Years Old,11,21
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,34,8
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,29,7
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,33,9
2015,8-San Antonio,Female,Hispanic,Birth to 5 Years Old,26,11
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,36,11
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,29,13
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,22,13
2015,8-San Antonio,Female,Hispanic,6-12 Years Old,21,18
2015,8-San Antonio,Female,Other,6-12 Years Old,1,5
2015,8-San Antonio,Female,Other,13-17 Years Old,1,50
2015,8-San Antonio,Female,Other,13-17 Years Old,2,30
2015,8-San Antonio,Female,Other,13-17 Years Old,1,46
2015,8-San Antonio,Female,Other,Birth to 5 Years Old,1,2
2015,8-San Antonio,Female,Other,6-12 Years Old,1,7
2015,8-San Antonio,Female,Other,6-12 Years Old,1,6
2015,8-San Antonio,Female,Other,6-12 Years Old,1,5
2015,8-San Antonio,Female,Other,6-12 Years Old,3,12
2015,8-San Antonio,Female,Unknown,Birth to 5 Years Old,1,11
2015,8-San Antonio,Female,Unknown,6-12 Years Old,1,6
2015,8-San Antonio,Female,Unknown,Birth to 5 Years Old,1,15
2015,8-San Antonio,Female,Unknown,Birth to 5 Years Old,1,8
2015,8-San Antonio,Female,Unknown,Birth to 5 Years Old,2,3
2015,8-San Antonio,Male,African American,Birth to 5 Years Old,2,1
2015,8-San Antonio,Male,African American,Birth to 5 Years Old,7,3
2015,8-San Antonio,Male,African American,6-12 Years Old,3,20
2015,8-San Antonio,Male,African American,6-12 Years Old,2,25
2015,8-San Antonio,Male,African American,6-12 Years Old,4,32
2015,8-San Antonio,Male,African American,13-17 Years Old,3,64
2015,8-San Antonio,Male,African American,13-17 Years Old,3,56
2015,8-San Antonio,Male,African American,13-17 Years Old,4,86
2015,8-San Antonio,Male,African American,13-17 Years Old,1,47
2015,8-San Antonio,Male,African American,13-17 Years Old,4,69
2015,8-San Antonio,Male,African American,Birth to 5 Years Old,4,9
2015,8-San Antonio,Male,African American,Birth to 5 Years Old,2,13
2015,8-San Antonio,Male,African American,Birth to 5 Years Old,1,18
2015,8-San Antonio,Male,African American,6-12 Years Old,6,10
2015,8-San Antonio,Male,African American,6-12 Years Old,3,5
2015,8-San Antonio,Male,African American,6-12 Years Old,5,25
2015,8-San Antonio,Male,African American,6-12 Years Old,7,15
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,4,2
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,10,4
2015,8-San Antonio,Male,Anglo,6-12 Years Old,12,24
2015,8-San Antonio,Male,Anglo,6-12 Years Old,8,24
2015,8-San Antonio,Male,Anglo,6-12 Years Old,5,23
2015,8-San Antonio,Male,Anglo,13-17 Years Old,7,28
2015,8-San Antonio,Male,Anglo,13-17 Years Old,10,26
2015,8-San Antonio,Male,Anglo,13-17 Years Old,9,38
2015,8-San Antonio,Male,Anglo,13-17 Years Old,10,54
2015,8-San Antonio,Male,Anglo,13-17 Years Old,5,36
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,8,6
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,6,9
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,9,8
2015,8-San Antonio,Male,Anglo,Birth to 5 Years Old,5,11
2015,8-San Antonio,Male,Anglo,6-12 Years Old,8,9
2015,8-San Antonio,Male,Anglo,6-12 Years Old,9,7
2015,8-San Antonio,Male,Anglo,6-12 Years Old,13,15
2015,8-San Antonio,Male,Anglo,6-12 Years Old,6,23
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,7,2
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,50,5
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,29,17
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,34,22
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,31,26
2015,8-San Antonio,Male,Hispanic,13-17 Years Old,17,28
2015,8-San Antonio,Male,Hispanic,13-17 Years Old,27,53
2015,8-San Antonio,Male,Hispanic,13-17 Years Old,22,42
2015,8-San Antonio,Male,Hispanic,13-17 Years Old,20,62
2015,8-San Antonio,Male,Hispanic,13-17 Years Old,14,72
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,52,7
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,41,8
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,23,10
2015,8-San Antonio,Male,Hispanic,Birth to 5 Years Old,33,10
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,32,10
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,35,12
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,31,14
2015,8-San Antonio,Male,Hispanic,6-12 Years Old,29,15
2015,8-San Antonio,Male,Other,Birth to 5 Years Old,1,7
2015,8-San Antonio,Male,Other,6-12 Years Old,1,5
2015,8-San Antonio,Male,Other,6-12 Years Old,2,4
2015,8-San Antonio,Male,Other,13-17 Years Old,1,25
2015,8-San Antonio,Male,Other,13-17 Years Old,4,22
2015,8-San Antonio,Male,Other,Birth to 5 Years Old,1,5
2015,8-San Antonio,Male,Other,Birth to 5 Years Old,3,11
2015,8-San Antonio,Male,Other,Birth to 5 Years Old,1,17
2015,8-San Antonio,Male,Other,6-12 Years Old,1,9
2015,8-San Antonio,Male,Other,6-12 Years Old,2,21
2015,8-San Antonio,Male,Unknown,Birth to 5 Years Old,1,12
2015,8-San Antonio,Male,Unknown,Birth to 5 Years Old,1,7
2015,8-San Antonio,Male,Unknown,Birth to 5 Years Old,1,11
2015,8-San Antonio,Male,Unknown,Birth to 5 Years Old,1,8
2015,9-Midland,Female,African American,Birth to 5 Years Old,1,4
2015,9-Midland,Female,African American,6-12 Years Old,1,26
2015,9-Midland,Female,African American,13-17 Years Old,1,10
2015,9-Midland,Female,African American,13-17 Years Old,1,25
2015,9-Midland,Female,African American,Birth to 5 Years Old,2,14
2015,9-Midland,Female,African American,Birth to 5 Years Old,1,15
2015,9-Midland,Female,African American,6-12 Years Old,1,10
2015,9-Midland,Female,African American,6-12 Years Old,1,10
2015,9-Midland,Female,African American,6-12 Years Old,1,10
2015,9-Midland,Female,Anglo,Birth to 5 Years Old,9,5
2015,9-Midland,Female,Anglo,6-12 Years Old,2,40
2015,9-Midland,Female,Anglo,6-12 Years Old,6,8
2015,9-Midland,Female,Anglo,13-17 Years Old,3,19
2015,9-Midland,Female,Anglo,13-17 Years Old,4,28
2015,9-Midland,Female,Anglo,13-17 Years Old,2,22
2015,9-Midland,Female,Anglo,13-17 Years Old,3,50
2015,9-Midland,Female,Anglo,Birth to 5 Years Old,5,10
2015,9-Midland,Female,Anglo,Birth to 5 Years Old,6,8
2015,9-Midland,Female,Anglo,Birth to 5 Years Old,2,11
2015,9-Midland,Female,Anglo,Birth to 5 Years Old,4,13
2015,9-Midland,Female,Anglo,6-12 Years Old,3,14
2015,9-Midland,Female,Anglo,6-12 Years Old,2,15
2015,9-Midland,Female,Anglo,6-12 Years Old,1,14
2015,9-Midland,Female,Anglo,6-12 Years Old,4,12
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,1,1
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,8,4
2015,9-Midland,Female,Hispanic,6-12 Years Old,6,10
2015,9-Midland,Female,Hispanic,6-12 Years Old,5,44
2015,9-Midland,Female,Hispanic,6-12 Years Old,5,14
2015,9-Midland,Female,Hispanic,13-17 Years Old,3,10
2015,9-Midland,Female,Hispanic,13-17 Years Old,3,53
2015,9-Midland,Female,Hispanic,13-17 Years Old,5,36
2015,9-Midland,Female,Hispanic,13-17 Years Old,4,45
2015,9-Midland,Female,Hispanic,13-17 Years Old,2,34
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,9,9
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,11,10
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,5,9
2015,9-Midland,Female,Hispanic,Birth to 5 Years Old,2,13
2015,9-Midland,Female,Hispanic,6-12 Years Old,6,9
2015,9-Midland,Female,Hispanic,6-12 Years Old,3,4
2015,9-Midland,Female,Hispanic,6-12 Years Old,4,6
2015,9-Midland,Female,Hispanic,6-12 Years Old,5,8
2015,9-Midland,Female,Other,Birth to 5 Years Old,1,11
2015,9-Midland,Female,Other,6-12 Years Old,1,9
2015,9-Midland,Female,Unknown,Birth to 5 Years Old,1,4
2015,9-Midland,Male,African American,Birth to 5 Years Old,1,6
2015,9-Midland,Male,African American,6-12 Years Old,1,52
2015,9-Midland,Male,African American,6-12 Years Old,1,19
2015,9-Midland,Male,African American,13-17 Years Old,2,22
2015,9-Midland,Male,African American,13-17 Years Old,1,63
2015,9-Midland,Male,African American,Birth to 5 Years Old,2,7
2015,9-Midland,Male,African American,6-12 Years Old,1,11
2015,9-Midland,Male,African American,6-12 Years Old,1,3
2015,9-Midland,Male,African American,6-12 Years Old,1,10
2015,9-Midland,Male,African American,6-12 Years Old,1,53
2015,9-Midland,Male,Anglo,Birth to 5 Years Old,4,3
2015,9-Midland,Male,Anglo,6-12 Years Old,4,17
2015,9-Midland,Male,Anglo,6-12 Years Old,4,21
2015,9-Midland,Male,Anglo,6-12 Years Old,3,21
2015,9-Midland,Male,Anglo,13-17 Years Old,2,16
2015,9-Midland,Male,Anglo,13-17 Years Old,4,13
2015,9-Midland,Male,Anglo,13-17 Years Old,4,23
2015,9-Midland,Male,Anglo,13-17 Years Old,2,23
2015,9-Midland,Male,Anglo,13-17 Years Old,4,31
2015,9-Midland,Male,Anglo,Birth to 5 Years Old,2,2
2015,9-Midland,Male,Anglo,Birth to 5 Years Old,4,9
2015,9-Midland,Male,Anglo,Birth to 5 Years Old,4,11
2015,9-Midland,Male,Anglo,Birth to 5 Years Old,4,12
2015,9-Midland,Male,Anglo,6-12 Years Old,5,14
2015,9-Midland,Male,Anglo,6-12 Years Old,6,9
2015,9-Midland,Male,Anglo,6-12 Years Old,5,10
2015,9-Midland,Male,Anglo,6-12 Years Old,2,23
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,1,1
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,7,6
2015,9-Midland,Male,Hispanic,6-12 Years Old,7,20
2015,9-Midland,Male,Hispanic,6-12 Years Old,3,21
2015,9-Midland,Male,Hispanic,6-12 Years Old,4,14
2015,9-Midland,Male,Hispanic,13-17 Years Old,2,66
2015,9-Midland,Male,Hispanic,13-17 Years Old,6,24
2015,9-Midland,Male,Hispanic,13-17 Years Old,3,15
2015,9-Midland,Male,Hispanic,13-17 Years Old,5,54
2015,9-Midland,Male,Hispanic,13-17 Years Old,4,46
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,5,12
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,1,13
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,5,10
2015,9-Midland,Male,Hispanic,Birth to 5 Years Old,2,7
2015,9-Midland,Male,Hispanic,6-12 Years Old,1,4
2015,9-Midland,Male,Hispanic,6-12 Years Old,9,23
2015,9-Midland,Male,Hispanic,6-12 Years Old,3,17
2015,9-Midland,Male,Hispanic,6-12 Years Old,8,30
2015,9-Midland,Male,Other,Birth to 5 Years Old,1,6
2015,9-Midland,Male,Other,13-17 Years Old,1,32
2015,9-Midland,Male,Other,13-17 Years Old,1,78
2015,9-Midland,Male,Other,13-17 Years Old,2,21
2015,9-Midland,Male,Other,Birth to 5 Years Old,1,11
2015,9-Midland,Male,Other,Birth to 5 Years Old,1,21
2015,9-Midland,Male,Other,6-12 Years Old,1,21
2015,10-El Paso,Female,African American,Birth to 5 Years Old,1,3
2015,10-El Paso,Female,Anglo,Birth to 5 Years Old,1,3
2015,10-El Paso,Female,Anglo,6-12 Years Old,1,56
2015,10-El Paso,Female,Anglo,6-12 Years Old,1,7
2015,10-El Paso,Female,Anglo,13-17 Years Old,1,25
2015,10-El Paso,Female,Anglo,13-17 Years Old,1,44
2015,10-El Paso,Female,Anglo,13-17 Years Old,2,46
2015,10-El Paso,Female,Anglo,13-17 Years Old,2,30
2015,10-El Paso,Female,Anglo,Birth to 5 Years Old,1,8
2015,10-El Paso,Female,Anglo,6-12 Years Old,1,13
2015,10-El Paso,Female,Anglo,6-12 Years Old,1,13
2015,10-El Paso,Female,Hispanic,Birth to 5 Years Old,2,3
2015,10-El Paso,Female,Hispanic,6-12 Years Old,4,5
2015,10-El Paso,Female,Hispanic,6-12 Years Old,2,2
2015,10-El Paso,Female,Hispanic,6-12 Years Old,4,18
2015,10-El Paso,Female,Hispanic,13-17 Years Old,2,18
2015,10-El Paso,Female,Hispanic,13-17 Years Old,4,33
2015,10-El Paso,Female,Hispanic,13-17 Years Old,5,40
2015,10-El Paso,Female,Hispanic,13-17 Years Old,8,28
2015,10-El Paso,Female,Hispanic,13-17 Years Old,4,38
2015,10-El Paso,Female,Hispanic,Birth to 5 Years Old,3,10
2015,10-El Paso,Female,Hispanic,Birth to 5 Years Old,2,19
2015,10-El Paso,Female,Hispanic,Birth to 5 Years Old,3,15
2015,10-El Paso,Female,Hispanic,6-12 Years Old,2,10
2015,10-El Paso,Female,Hispanic,6-12 Years Old,3,18
2015,10-El Paso,Female,Hispanic,6-12 Years Old,6,10
2015,10-El Paso,Female,Hispanic,6-12 Years Old,3,28
2015,10-El Paso,Female,Native American,13-17 Years Old,1,2
2015,10-El Paso,Female,Other,Birth to 5 Years Old,1,3
2015,10-El Paso,Male,African American,13-17 Years Old,1,13
2015,10-El Paso,Male,African American,Birth to 5 Years Old,2,10
2015,10-El Paso,Male,African American,Birth to 5 Years Old,1,1
2015,10-El Paso,Male,African American,Birth to 5 Years Old,1,17
2015,10-El Paso,Male,African American,6-12 Years Old,1,15
2015,10-El Paso,Male,Anglo,Birth to 5 Years Old,1,8
2015,10-El Paso,Male,Anglo,6-12 Years Old,1,15
2015,10-El Paso,Male,Anglo,13-17 Years Old,1,25
2015,10-El Paso,Male,Anglo,13-17 Years Old,2,112
2015,10-El Paso,Male,Anglo,Birth to 5 Years Old,2,5
2015,10-El Paso,Male,Anglo,6-12 Years Old,1,6
2015,10-El Paso,Male,Anglo,6-12 Years Old,1,8
2015,10-El Paso,Male,Anglo,6-12 Years Old,1,13
2015,10-El Paso,Male,Hispanic,Birth to 5 Years Old,5,4
2015,10-El Paso,Male,Hispanic,6-12 Years Old,6,17
2015,10-El Paso,Male,Hispanic,6-12 Years Old,3,40
2015,10-El Paso,Male,Hispanic,6-12 Years Old,1,27
2015,10-El Paso,Male,Hispanic,13-17 Years Old,5,16
2015,10-El Paso,Male,Hispanic,13-17 Years Old,2,71
2015,10-El Paso,Male,Hispanic,13-17 Years Old,5,34
2015,10-El Paso,Male,Hispanic,13-17 Years Old,5,38
2015,10-El Paso,Male,Hispanic,13-17 Years Old,5,42
2015,10-El Paso,Male,Hispanic,Birth to 5 Years Old,3,2
2015,10-El Paso,Male,Hispanic,Birth to 5 Years Old,4,7
2015,10-El Paso,Male,Hispanic,Birth to 5 Years Old,4,12
2015,10-El Paso,Male,Hispanic,Birth to 5 Years Old,3,26
2015,10-El Paso,Male,Hispanic,6-12 Years Old,4,7
2015,10-El Paso,Male,Hispanic,6-12 Years Old,1,3
2015,10-El Paso,Male,Hispanic,6-12 Years Old,1,38
2015,10-El Paso,Male,Hispanic,6-12 Years Old,2,21
2015,10-El Paso,Male,Other,6-12 Years Old,1,3
2015,10-El Paso,Male,Unknown,Birth to 5 Years Old,1,1
2015,11-Edinburg,Female,African American,Birth to 5 Years Old,2,3
2015,11-Edinburg,Female,African American,Birth to 5 Years Old,1,42
2015,11-Edinburg,Female,African American,Birth to 5 Years Old,1,23
2015,11-Edinburg,Female,Anglo,Birth to 5 Years Old,4,6
2015,11-Edinburg,Female,Anglo,6-12 Years Old,1,23
2015,11-Edinburg,Female,Anglo,6-12 Years Old,1,17
2015,11-Edinburg,Female,Anglo,6-12 Years Old,1,3
2015,11-Edinburg,Female,Anglo,13-17 Years Old,1,3
2015,11-Edinburg,Female,Anglo,13-17 Years Old,2,30
2015,11-Edinburg,Female,Anglo,Birth to 5 Years Old,1,6
2015,11-Edinburg,Female,Anglo,Birth to 5 Years Old,4,17
2015,11-Edinburg,Female,Anglo,6-12 Years Old,1,62
2015,11-Edinburg,Female,Anglo,6-12 Years Old,2,13
2015,11-Edinburg,Female,Anglo,6-12 Years Old,3,34
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,3,2
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,14,4
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,12,28
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,9,26
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,9,23
2015,11-Edinburg,Female,Hispanic,13-17 Years Old,7,31
2015,11-Edinburg,Female,Hispanic,13-17 Years Old,11,34
2015,11-Edinburg,Female,Hispanic,13-17 Years Old,18,32
2015,11-Edinburg,Female,Hispanic,13-17 Years Old,16,31
2015,11-Edinburg,Female,Hispanic,13-17 Years Old,21,39
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,11,8
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,11,13
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,8,4
2015,11-Edinburg,Female,Hispanic,Birth to 5 Years Old,6,9
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,16,12
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,15,18
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,10,19
2015,11-Edinburg,Female,Hispanic,6-12 Years Old,9,19
2015,11-Edinburg,Female,Other,6-12 Years Old,1,17
2015,11-Edinburg,Female,Unknown,Birth to 5 Years Old,1,15
2015,11-Edinburg,Female,Unknown,Birth to 5 Years Old,1,17
2015,11-Edinburg,Male,African American,Birth to 5 Years Old,2,19
2015,11-Edinburg,Male,African American,6-12 Years Old,1,23
2015,11-Edinburg,Male,African American,6-12 Years Old,1,23
2015,11-Edinburg,Male,Anglo,Birth to 5 Years Old,1,10
2015,11-Edinburg,Male,Anglo,Birth to 5 Years Old,3,4
2015,11-Edinburg,Male,Anglo,6-12 Years Old,2,12
2015,11-Edinburg,Male,Anglo,6-12 Years Old,2,13
2015,11-Edinburg,Male,Anglo,13-17 Years Old,3,16
2015,11-Edinburg,Male,Anglo,13-17 Years Old,3,36
2015,11-Edinburg,Male,Anglo,13-17 Years Old,7,35
