Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Chidlren Waiting on Adoption 31 August,Average Months since Termination of Parental Rights
2015,3-Arlington,Male,Hispanic,Birth to 5 Years Old,9,5
2015,3-Arlington,Male,Hispanic,6-12 Years Old,7,12
2015,3-Arlington,Male,Hispanic,6-12 Years Old,10,9
2015,3-Arlington,Male,Hispanic,6-12 Years Old,5,13
2015,3-Arlington,Male,Hispanic,6-12 Years Old,5,11
2015,3-Arlington,Male,Other,Birth to 5 Years Old,5,3
2015,3-Arlington,Male,Other,6-12 Years Old,2,73
2015,3-Arlington,Male,Other,6-12 Years Old,1,45
2015,3-Arlington,Male,Other,6-12 Years Old,2,21
2015,3-Arlington,Male,Other,13-17 Years Old,1,23
2015,3-Arlington,Male,Other,13-17 Years Old,1,90
2015,3-Arlington,Male,Other,13-17 Years Old,2,53
2015,3-Arlington,Male,Other,13-17 Years Old,1,8
2015,3-Arlington,Male,Other,Birth to 5 Years Old,4,10
2015,3-Arlington,Male,Other,Birth to 5 Years Old,1,4
2015,3-Arlington,Male,Other,Birth to 5 Years Old,1,1
2015,3-Arlington,Male,Other,6-12 Years Old,5,19
2015,3-Arlington,Male,Other,6-12 Years Old,6,9
2015,3-Arlington,Male,Other,6-12 Years Old,5,25
2015,3-Arlington,Male,Unknown,Birth to 5 Years Old,1,3
2015,3-Arlington,Male,Unknown,Birth to 5 Years Old,1,10
2015,3-Arlington,Male,Unknown,6-12 Years Old,1,2
2015,3-Arlington,Male,Unknown,Birth to 5 Years Old,1,13
2015,4-Tyler,Female,African American,Birth to 5 Years Old,3,6
2015,4-Tyler,Female,African American,6-12 Years Old,1,10
2015,4-Tyler,Female,African American,6-12 Years Old,1,10
2015,4-Tyler,Female,African American,13-17 Years Old,1,97
2015,4-Tyler,Female,African American,13-17 Years Old,3,37
2015,4-Tyler,Female,African American,13-17 Years Old,2,65
2015,4-Tyler,Female,African American,13-17 Years Old,2,58
2015,4-Tyler,Female,African American,13-17 Years Old,2,43
2015,4-Tyler,Female,African American,Birth to 5 Years Old,4,15
2015,4-Tyler,Female,African American,Birth to 5 Years Old,1,13
2015,4-Tyler,Female,African American,Birth to 5 Years Old,1,2
2015,4-Tyler,Female,African American,Birth to 5 Years Old,1,1
2015,4-Tyler,Female,African American,6-12 Years Old,1,5
2015,4-Tyler,Female,African American,6-12 Years Old,1,31
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,2,2
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,12,4
2015,4-Tyler,Female,Anglo,6-12 Years Old,4,26
2015,4-Tyler,Female,Anglo,6-12 Years Old,5,18
2015,4-Tyler,Female,Anglo,6-12 Years Old,5,11
2015,4-Tyler,Female,Anglo,13-17 Years Old,2,22
2015,4-Tyler,Female,Anglo,13-17 Years Old,4,33
2015,4-Tyler,Female,Anglo,13-17 Years Old,3,8
2015,4-Tyler,Female,Anglo,13-17 Years Old,2,47
2015,4-Tyler,Female,Anglo,13-17 Years Old,5,37
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,9,5
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,3,8
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,7,6
2015,4-Tyler,Female,Anglo,Birth to 5 Years Old,8,9
2015,4-Tyler,Female,Anglo,6-12 Years Old,4,4
2015,4-Tyler,Female,Anglo,6-12 Years Old,6,6
2015,4-Tyler,Female,Anglo,6-12 Years Old,7,17
2015,4-Tyler,Female,Anglo,6-12 Years Old,5,10
2015,4-Tyler,Female,Hispanic,Birth to 5 Years Old,2,10
2015,4-Tyler,Female,Hispanic,6-12 Years Old,3,21
2015,4-Tyler,Female,Hispanic,6-12 Years Old,1,39
2015,4-Tyler,Female,Hispanic,6-12 Years Old,3,40
2015,4-Tyler,Female,Hispanic,13-17 Years Old,2,22
2015,4-Tyler,Female,Hispanic,13-17 Years Old,3,20
2015,4-Tyler,Female,Hispanic,13-17 Years Old,3,22
2015,4-Tyler,Female,Hispanic,13-17 Years Old,2,17
2015,4-Tyler,Female,Hispanic,13-17 Years Old,2,69
2015,4-Tyler,Female,Hispanic,Birth to 5 Years Old,2,9
2015,4-Tyler,Female,Hispanic,Birth to 5 Years Old,2,6
2015,4-Tyler,Female,Hispanic,Birth to 5 Years Old,2,3
2015,4-Tyler,Female,Hispanic,Birth to 5 Years Old,1,16
2015,4-Tyler,Female,Hispanic,6-12 Years Old,1,4
2015,4-Tyler,Female,Hispanic,6-12 Years Old,1,1
2015,4-Tyler,Female,Hispanic,6-12 Years Old,1,3
2015,4-Tyler,Female,Other,Birth to 5 Years Old,3,5
2015,4-Tyler,Female,Other,6-12 Years Old,1,1
2015,4-Tyler,Female,Other,6-12 Years Old,3,27
2015,4-Tyler,Female,Other,13-17 Years Old,1,6
2015,4-Tyler,Female,Other,13-17 Years Old,2,87
2015,4-Tyler,Female,Other,Birth to 5 Years Old,1,6
2015,4-Tyler,Female,Other,Birth to 5 Years Old,3,8
2015,4-Tyler,Female,Other,Birth to 5 Years Old,2,15
2015,4-Tyler,Female,Other,Birth to 5 Years Old,1,9
2015,4-Tyler,Female,Other,6-12 Years Old,1,12
2015,4-Tyler,Female,Other,6-12 Years Old,2,11
2015,4-Tyler,Female,Unknown,Birth to 5 Years Old,3,4
2015,4-Tyler,Female,Unknown,13-17 Years Old,1,26
2015,4-Tyler,Female,Unknown,Birth to 5 Years Old,1,4
2015,4-Tyler,Female,Unknown,Birth to 5 Years Old,1,22
2015,4-Tyler,Male,African American,Birth to 5 Years Old,2,3
2015,4-Tyler,Male,African American,Birth to 5 Years Old,4,5
2015,4-Tyler,Male,African American,6-12 Years Old,4,20
2015,4-Tyler,Male,African American,6-12 Years Old,1,63
2015,4-Tyler,Male,African American,6-12 Years Old,2,17
2015,4-Tyler,Male,African American,13-17 Years Old,2,43
2015,4-Tyler,Male,African American,13-17 Years Old,2,99
2015,4-Tyler,Male,African American,13-17 Years Old,3,76
2015,4-Tyler,Male,African American,13-17 Years Old,1,75
2015,4-Tyler,Male,African American,Birth to 5 Years Old,8,6
2015,4-Tyler,Male,African American,Birth to 5 Years Old,3,10
2015,4-Tyler,Male,African American,Birth to 5 Years Old,3,7
2015,4-Tyler,Male,African American,6-12 Years Old,2,16
2015,4-Tyler,Male,African American,6-12 Years Old,2,18
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,3,4
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,15,5
2015,4-Tyler,Male,Anglo,6-12 Years Old,8,20
2015,4-Tyler,Male,Anglo,6-12 Years Old,5,42
2015,4-Tyler,Male,Anglo,6-12 Years Old,6,19
2015,4-Tyler,Male,Anglo,13-17 Years Old,2,33
2015,4-Tyler,Male,Anglo,13-17 Years Old,4,58
2015,4-Tyler,Male,Anglo,13-17 Years Old,8,45
2015,4-Tyler,Male,Anglo,13-17 Years Old,5,22
2015,4-Tyler,Male,Anglo,13-17 Years Old,5,65
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,6,10
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,8,10
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,6,7
2015,4-Tyler,Male,Anglo,Birth to 5 Years Old,9,7
2015,4-Tyler,Male,Anglo,6-12 Years Old,6,7
2015,4-Tyler,Male,Anglo,6-12 Years Old,6,12
2015,4-Tyler,Male,Anglo,6-12 Years Old,4,14
2015,4-Tyler,Male,Anglo,6-12 Years Old,11,13
2015,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,4
2015,4-Tyler,Male,Hispanic,6-12 Years Old,1,2
2015,4-Tyler,Male,Hispanic,6-12 Years Old,1,39
2015,4-Tyler,Male,Hispanic,13-17 Years Old,3,35
2015,4-Tyler,Male,Hispanic,13-17 Years Old,1,10
2015,4-Tyler,Male,Hispanic,13-17 Years Old,3,35
2015,4-Tyler,Male,Hispanic,13-17 Years Old,3,58
2015,4-Tyler,Male,Hispanic,Birth to 5 Years Old,4,9
2015,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,1
2015,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,16
2015,4-Tyler,Male,Hispanic,Birth to 5 Years Old,1,1
2015,4-Tyler,Male,Hispanic,6-12 Years Old,1,2
2015,4-Tyler,Male,Hispanic,6-12 Years Old,2,20
2015,4-Tyler,Male,Hispanic,6-12 Years Old,2,3
2015,4-Tyler,Male,Hispanic,6-12 Years Old,1,4
2015,4-Tyler,Male,Other,Birth to 5 Years Old,2,3
2015,4-Tyler,Male,Other,6-12 Years Old,1,2
2015,4-Tyler,Male,Other,6-12 Years Old,1,103
2015,4-Tyler,Male,Other,13-17 Years Old,1,5
2015,4-Tyler,Male,Other,13-17 Years Old,1,50
2015,4-Tyler,Male,Other,Birth to 5 Years Old,4,3
2015,4-Tyler,Male,Other,Birth to 5 Years Old,2,1
2015,4-Tyler,Male,Other,Birth to 5 Years Old,1,13
2015,4-Tyler,Male,Other,6-12 Years Old,1,13
2015,4-Tyler,Male,Other,6-12 Years Old,1,2
2015,4-Tyler,Male,Other,6-12 Years Old,2,11
2015,4-Tyler,Male,Unknown,13-17 Years Old,1,5
2015,4-Tyler,Male,Unknown,Birth to 5 Years Old,1,6
2015,4-Tyler,Male,Unknown,Birth to 5 Years Old,1,4
2015,5-Beaumont,Female,African American,Birth to 5 Years Old,2,7
2015,5-Beaumont,Female,African American,6-12 Years Old,4,22
2015,5-Beaumont,Female,African American,6-12 Years Old,5,23
2015,5-Beaumont,Female,African American,6-12 Years Old,2,15
2015,5-Beaumont,Female,African American,13-17 Years Old,2,8
2015,5-Beaumont,Female,African American,13-17 Years Old,3,34
2015,5-Beaumont,Female,African American,13-17 Years Old,2,11
2015,5-Beaumont,Female,African American,Birth to 5 Years Old,6,11
2015,5-Beaumont,Female,African American,Birth to 5 Years Old,3,7
2015,5-Beaumont,Female,African American,Birth to 5 Years Old,2,10
2015,5-Beaumont,Female,African American,Birth to 5 Years Old,1,8
2015,5-Beaumont,Female,African American,6-12 Years Old,3,8
2015,5-Beaumont,Female,African American,6-12 Years Old,3,22
2015,5-Beaumont,Female,African American,6-12 Years Old,2,35
2015,5-Beaumont,Female,African American,6-12 Years Old,2,25
2015,5-Beaumont,Female,Anglo,Birth to 5 Years Old,9,4
2015,5-Beaumont,Female,Anglo,6-12 Years Old,2,8
2015,5-Beaumont,Female,Anglo,6-12 Years Old,2,9
2015,5-Beaumont,Female,Anglo,6-12 Years Old,2,13
2015,5-Beaumont,Female,Anglo,13-17 Years Old,3,34
2015,5-Beaumont,Female,Anglo,13-17 Years Old,1,63
2015,5-Beaumont,Female,Anglo,13-17 Years Old,2,33
2015,5-Beaumont,Female,Anglo,13-17 Years Old,1,22
2015,5-Beaumont,Female,Anglo,13-17 Years Old,1,22
2015,5-Beaumont,Female,Anglo,Birth to 5 Years Old,4,8
2015,5-Beaumont,Female,Anglo,Birth to 5 Years Old,3,3
2015,5-Beaumont,Female,Anglo,Birth to 5 Years Old,1,16
2015,5-Beaumont,Female,Anglo,Birth to 5 Years Old,2,7
2015,5-Beaumont,Female,Anglo,6-12 Years Old,3,8
2015,5-Beaumont,Female,Anglo,6-12 Years Old,2,3
2015,5-Beaumont,Female,Anglo,6-12 Years Old,3,20
2015,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,2
2015,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,6
2015,5-Beaumont,Female,Hispanic,6-12 Years Old,1,28
2015,5-Beaumont,Female,Hispanic,13-17 Years Old,1,35
2015,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,2
2015,5-Beaumont,Female,Hispanic,Birth to 5 Years Old,1,0
2015,5-Beaumont,Female,Hispanic,6-12 Years Old,1,6
2015,5-Beaumont,Female,Other,Birth to 5 Years Old,1,3
2015,5-Beaumont,Female,Other,6-12 Years Old,1,21
2015,5-Beaumont,Female,Other,13-17 Years Old,1,5
2015,5-Beaumont,Female,Other,13-17 Years Old,1,65
2015,5-Beaumont,Female,Other,Birth to 5 Years Old,3,4
2015,5-Beaumont,Female,Other,6-12 Years Old,1,55
2015,5-Beaumont,Female,Unknown,Birth to 5 Years Old,1,2
2015,5-Beaumont,Female,Unknown,Birth to 5 Years Old,1,11
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,2,2
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,6,5
2015,5-Beaumont,Male,African American,6-12 Years Old,1,36
2015,5-Beaumont,Male,African American,6-12 Years Old,1,21
2015,5-Beaumont,Male,African American,6-12 Years Old,3,28
2015,5-Beaumont,Male,African American,13-17 Years Old,2,53
2015,5-Beaumont,Male,African American,13-17 Years Old,1,20
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,10,7
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,1,8
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,1,6
2015,5-Beaumont,Male,African American,Birth to 5 Years Old,2,15
2015,5-Beaumont,Male,African American,6-12 Years Old,2,35
2015,5-Beaumont,Male,African American,6-12 Years Old,2,15
2015,5-Beaumont,Male,African American,6-12 Years Old,2,19
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,4,2
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,7,4
2015,5-Beaumont,Male,Anglo,6-12 Years Old,1,8
2015,5-Beaumont,Male,Anglo,6-12 Years Old,1,27
2015,5-Beaumont,Male,Anglo,13-17 Years Old,4,25
2015,5-Beaumont,Male,Anglo,13-17 Years Old,8,20
2015,5-Beaumont,Male,Anglo,13-17 Years Old,3,34
2015,5-Beaumont,Male,Anglo,13-17 Years Old,1,78
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,7,6
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,3,9
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,1,16
2015,5-Beaumont,Male,Anglo,Birth to 5 Years Old,4,4
2015,5-Beaumont,Male,Anglo,6-12 Years Old,1,5
2015,5-Beaumont,Male,Anglo,6-12 Years Old,3,4
2015,5-Beaumont,Male,Anglo,6-12 Years Old,4,9
2015,5-Beaumont,Male,Anglo,6-12 Years Old,2,4
2015,5-Beaumont,Male,Hispanic,Birth to 5 Years Old,1,9
2015,5-Beaumont,Male,Hispanic,6-12 Years Old,1,4
2015,5-Beaumont,Male,Other,6-12 Years Old,2,16
2015,5-Beaumont,Male,Unknown,Birth to 5 Years Old,1,5
2015,6-Houston,Female,African American,Birth to 5 Years Old,1,8
2015,6-Houston,Female,African American,Birth to 5 Years Old,28,5
2015,6-Houston,Female,African American,6-12 Years Old,8,42
2015,6-Houston,Female,African American,6-12 Years Old,12,30
2015,6-Houston,Female,African American,6-12 Years Old,9,50
2015,6-Houston,Female,African American,13-17 Years Old,14,38
2015,6-Houston,Female,African American,13-17 Years Old,17,28
2015,6-Houston,Female,African American,13-17 Years Old,14,51
2015,6-Houston,Female,African American,13-17 Years Old,17,58
2015,6-Houston,Female,African American,13-17 Years Old,7,56
2015,6-Houston,Female,African American,Birth to 5 Years Old,27,8
2015,6-Houston,Female,African American,Birth to 5 Years Old,17,9
2015,6-Houston,Female,African American,Birth to 5 Years Old,18,16
2015,6-Houston,Female,African American,Birth to 5 Years Old,15,10
2015,6-Houston,Female,African American,6-12 Years Old,13,22
2015,6-Houston,Female,African American,6-12 Years Old,8,6
2015,6-Houston,Female,African American,6-12 Years Old,9,23
2015,6-Houston,Female,African American,6-12 Years Old,15,24
2015,6-Houston,Female,Anglo,Birth to 5 Years Old,24,4
2015,6-Houston,Female,Anglo,6-12 Years Old,4,16
2015,6-Houston,Female,Anglo,6-12 Years Old,3,39
2015,6-Houston,Female,Anglo,6-12 Years Old,5,20
2015,6-Houston,Female,Anglo,13-17 Years Old,8,18
2015,6-Houston,Female,Anglo,13-17 Years Old,10,31
2015,6-Houston,Female,Anglo,13-17 Years Old,7,31
2015,6-Houston,Female,Anglo,13-17 Years Old,8,37
2015,6-Houston,Female,Anglo,13-17 Years Old,4,44
2015,6-Houston,Female,Anglo,Birth to 5 Years Old,14,9
2015,6-Houston,Female,Anglo,Birth to 5 Years Old,10,12
2015,6-Houston,Female,Anglo,Birth to 5 Years Old,7,7
2015,6-Houston,Female,Anglo,Birth to 5 Years Old,5,3
2015,6-Houston,Female,Anglo,6-12 Years Old,8,19
2015,6-Houston,Female,Anglo,6-12 Years Old,7,12
2015,6-Houston,Female,Anglo,6-12 Years Old,8,8
2015,6-Houston,Female,Anglo,6-12 Years Old,6,7
2015,6-Houston,Female,Asian,6-12 Years Old,1,9
2015,6-Houston,Female,Asian,13-17 Years Old,1,19
2015,6-Houston,Female,Hispanic,Birth to 5 Years Old,21,5
2015,6-Houston,Female,Hispanic,6-12 Years Old,8,25
2015,6-Houston,Female,Hispanic,6-12 Years Old,6,13
2015,6-Houston,Female,Hispanic,6-12 Years Old,4,28
2015,6-Houston,Female,Hispanic,13-17 Years Old,4,31
2015,6-Houston,Female,Hispanic,13-17 Years Old,5,47
2015,6-Houston,Female,Hispanic,13-17 Years Old,8,51
2015,6-Houston,Female,Hispanic,13-17 Years Old,11,43
2015,6-Houston,Female,Hispanic,13-17 Years Old,6,42
2015,6-Houston,Female,Hispanic,Birth to 5 Years Old,10,6
2015,6-Houston,Female,Hispanic,Birth to 5 Years Old,14,7
2015,6-Houston,Female,Hispanic,Birth to 5 Years Old,15,9
2015,6-Houston,Female,Hispanic,Birth to 5 Years Old,9,7
2015,6-Houston,Female,Hispanic,6-12 Years Old,6,7
2015,6-Houston,Female,Hispanic,6-12 Years Old,11,8
2015,6-Houston,Female,Hispanic,6-12 Years Old,11,11
2015,6-Houston,Female,Hispanic,6-12 Years Old,9,9
2015,6-Houston,Female,Other,Birth to 5 Years Old,2,1
2015,6-Houston,Female,Other,Birth to 5 Years Old,5,7
2015,6-Houston,Female,Other,6-12 Years Old,1,22
2015,6-Houston,Female,Other,6-12 Years Old,1,41
2015,6-Houston,Female,Other,13-17 Years Old,1,5
2015,6-Houston,Female,Other,13-17 Years Old,3,28
2015,6-Houston,Female,Other,13-17 Years Old,1,4
2015,6-Houston,Female,Other,Birth to 5 Years Old,3,9
2015,6-Houston,Female,Other,Birth to 5 Years Old,1,35
2015,6-Houston,Female,Other,Birth to 5 Years Old,3,11
2015,6-Houston,Female,Other,Birth to 5 Years Old,1,19
2015,6-Houston,Female,Other,6-12 Years Old,2,8
2015,6-Houston,Female,Other,6-12 Years Old,3,19
2015,6-Houston,Female,Other,6-12 Years Old,1,12
2015,6-Houston,Female,Unknown,Birth to 5 Years Old,1,0
2015,6-Houston,Female,Unknown,Birth to 5 Years Old,1,3
2015,6-Houston,Female,Unknown,13-17 Years Old,1,31
2015,6-Houston,Female,Unknown,6-12 Years Old,1,26
2015,6-Houston,Male,African American,Birth to 5 Years Old,1,5
2015,6-Houston,Male,African American,Birth to 5 Years Old,35,6
2015,6-Houston,Male,African American,6-12 Years Old,15,25
2015,6-Houston,Male,African American,6-12 Years Old,17,42
2015,6-Houston,Male,African American,6-12 Years Old,26,43
2015,6-Houston,Male,African American,13-17 Years Old,16,40
2015,6-Houston,Male,African American,13-17 Years Old,16,57
2015,6-Houston,Male,African American,13-17 Years Old,18,66
2015,6-Houston,Male,African American,13-17 Years Old,23,76
2015,6-Houston,Male,African American,13-17 Years Old,3,104
2015,6-Houston,Male,African American,Birth to 5 Years Old,21,10
2015,6-Houston,Male,African American,Birth to 5 Years Old,13,13
2015,6-Houston,Male,African American,Birth to 5 Years Old,10,11
2015,6-Houston,Male,African American,Birth to 5 Years Old,16,20
2015,6-Houston,Male,African American,6-12 Years Old,16,18
2015,6-Houston,Male,African American,6-12 Years Old,18,26
2015,6-Houston,Male,African American,6-12 Years Old,15,19
2015,6-Houston,Male,African American,6-12 Years Old,23,31
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,1,1
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,19,5
2015,6-Houston,Male,Anglo,6-12 Years Old,8,17
2015,6-Houston,Male,Anglo,6-12 Years Old,12,35
2015,6-Houston,Male,Anglo,6-12 Years Old,8,26
2015,6-Houston,Male,Anglo,13-17 Years Old,6,51
2015,6-Houston,Male,Anglo,13-17 Years Old,12,29
2015,6-Houston,Male,Anglo,13-17 Years Old,9,50
2015,6-Houston,Male,Anglo,13-17 Years Old,11,52
2015,6-Houston,Male,Anglo,13-17 Years Old,13,38
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,9,7
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,9,7
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,6,6
2015,6-Houston,Male,Anglo,Birth to 5 Years Old,10,7
2015,6-Houston,Male,Anglo,6-12 Years Old,3,7
2015,6-Houston,Male,Anglo,6-12 Years Old,6,28
2015,6-Houston,Male,Anglo,6-12 Years Old,11,20
2015,6-Houston,Male,Anglo,6-12 Years Old,14,18
2015,6-Houston,Male,Asian,6-12 Years Old,1,9
2015,6-Houston,Male,Asian,13-17 Years Old,1,77
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,1,0
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,17,4
2015,6-Houston,Male,Hispanic,6-12 Years Old,5,32
2015,6-Houston,Male,Hispanic,6-12 Years Old,11,37
2015,6-Houston,Male,Hispanic,6-12 Years Old,10,46
2015,6-Houston,Male,Hispanic,13-17 Years Old,11,39
2015,6-Houston,Male,Hispanic,13-17 Years Old,12,36
2015,6-Houston,Male,Hispanic,13-17 Years Old,10,55
2015,6-Houston,Male,Hispanic,13-17 Years Old,8,55
2015,6-Houston,Male,Hispanic,13-17 Years Old,7,82
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,17,9
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,15,11
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,14,13
2015,6-Houston,Male,Hispanic,Birth to 5 Years Old,6,20
2015,6-Houston,Male,Hispanic,6-12 Years Old,11,11
2015,6-Houston,Male,Hispanic,6-12 Years Old,11,14
2015,6-Houston,Male,Hispanic,6-12 Years Old,8,20
2015,6-Houston,Male,Hispanic,6-12 Years Old,6,13
2015,6-Houston,Male,Other,Birth to 5 Years Old,1,3
2015,6-Houston,Male,Other,Birth to 5 Years Old,6,5
2015,6-Houston,Male,Other,6-12 Years Old,5,27
2015,6-Houston,Male,Other,6-12 Years Old,2,25
2015,6-Houston,Male,Other,6-12 Years Old,1,28
2015,6-Houston,Male,Other,13-17 Years Old,4,47
2015,6-Houston,Male,Other,13-17 Years Old,1,11
2015,6-Houston,Male,Other,13-17 Years Old,4,89
2015,6-Houston,Male,Other,Birth to 5 Years Old,7,7
2015,6-Houston,Male,Other,Birth to 5 Years Old,3,16
2015,6-Houston,Male,Other,Birth to 5 Years Old,1,11
2015,6-Houston,Male,Other,Birth to 5 Years Old,1,10
2015,6-Houston,Male,Other,6-12 Years Old,2,6
2015,6-Houston,Male,Other,6-12 Years Old,2,26
2015,6-Houston,Male,Other,6-12 Years Old,4,32
2015,6-Houston,Male,Unknown,Birth to 5 Years Old,3,4
2015,7-Austin,Female,African American,Birth to 5 Years Old,3,2
2015,7-Austin,Female,African American,Birth to 5 Years Old,6,5
2015,7-Austin,Female,African American,6-12 Years Old,4,32
2015,7-Austin,Female,African American,6-12 Years Old,1,4
2015,7-Austin,Female,African American,6-12 Years Old,5,15
2015,7-Austin,Female,African American,13-17 Years Old,7,45
2015,7-Austin,Female,African American,13-17 Years Old,7,14
2015,7-Austin,Female,African American,13-17 Years Old,1,65
2015,7-Austin,Female,African American,13-17 Years Old,5,84
2015,7-Austin,Female,African American,13-17 Years Old,2,74
2015,7-Austin,Female,African American,Birth to 5 Years Old,13,5
2015,7-Austin,Female,African American,Birth to 5 Years Old,4,9
2015,7-Austin,Female,African American,Birth to 5 Years Old,4,10
2015,7-Austin,Female,African American,Birth to 5 Years Old,6,15
2015,7-Austin,Female,African American,6-12 Years Old,5,6
2015,7-Austin,Female,African American,6-12 Years Old,6,8
2015,7-Austin,Female,African American,6-12 Years Old,4,4
2015,7-Austin,Female,African American,6-12 Years Old,4,30
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,2,1
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,16,5
2015,7-Austin,Female,Anglo,6-12 Years Old,7,9
2015,7-Austin,Female,Anglo,6-12 Years Old,10,9
2015,7-Austin,Female,Anglo,6-12 Years Old,6,16
2015,7-Austin,Female,Anglo,13-17 Years Old,12,29
2015,7-Austin,Female,Anglo,13-17 Years Old,4,18
2015,7-Austin,Female,Anglo,13-17 Years Old,6,11
2015,7-Austin,Female,Anglo,13-17 Years Old,12,32
2015,7-Austin,Female,Anglo,13-17 Years Old,6,12
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,6,6
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,13,6
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,5,7
2015,7-Austin,Female,Anglo,Birth to 5 Years Old,10,10
2015,7-Austin,Female,Anglo,6-12 Years Old,14,13
2015,7-Austin,Female,Anglo,6-12 Years Old,12,8
2015,7-Austin,Female,Anglo,6-12 Years Old,10,7
2015,7-Austin,Female,Anglo,6-12 Years Old,8,10
2015,7-Austin,Female,Asian,13-17 Years Old,1,13
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,3,3
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,28,5
2015,7-Austin,Female,Hispanic,6-12 Years Old,4,9
2015,7-Austin,Female,Hispanic,6-12 Years Old,3,7
2015,7-Austin,Female,Hispanic,6-12 Years Old,4,6
2015,7-Austin,Female,Hispanic,13-17 Years Old,3,12
2015,7-Austin,Female,Hispanic,13-17 Years Old,4,38
2015,7-Austin,Female,Hispanic,13-17 Years Old,3,35
2015,7-Austin,Female,Hispanic,13-17 Years Old,5,22
2015,7-Austin,Female,Hispanic,13-17 Years Old,6,32
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,18,6
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,20,6
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,9,9
2015,7-Austin,Female,Hispanic,Birth to 5 Years Old,7,5
2015,7-Austin,Female,Hispanic,6-12 Years Old,13,9
2015,7-Austin,Female,Hispanic,6-12 Years Old,8,8
2015,7-Austin,Female,Hispanic,6-12 Years Old,8,13
2015,7-Austin,Female,Hispanic,6-12 Years Old,4,26
2015,7-Austin,Female,Other,Birth to 5 Years Old,1,5
2015,7-Austin,Female,Other,Birth to 5 Years Old,5,4
2015,7-Austin,Female,Other,6-12 Years Old,2,27
2015,7-Austin,Female,Other,13-17 Years Old,3,8
2015,7-Austin,Female,Other,13-17 Years Old,1,33
2015,7-Austin,Female,Other,Birth to 5 Years Old,3,9
2015,7-Austin,Female,Other,Birth to 5 Years Old,6,4
2015,7-Austin,Female,Other,Birth to 5 Years Old,1,3
2015,7-Austin,Female,Other,Birth to 5 Years Old,1,3
2015,7-Austin,Female,Other,6-12 Years Old,2,11
2015,7-Austin,Female,Other,6-12 Years Old,2,8
2015,7-Austin,Female,Other,6-12 Years Old,1,13
2015,7-Austin,Female,Unknown,Birth to 5 Years Old,1,1
2015,7-Austin,Female,Unknown,Birth to 5 Years Old,1,11
2015,7-Austin,Male,African American,Birth to 5 Years Old,4,3
2015,7-Austin,Male,African American,Birth to 5 Years Old,9,4
2015,7-Austin,Male,African American,6-12 Years Old,5,14
2015,7-Austin,Male,African American,6-12 Years Old,6,11
2015,7-Austin,Male,African American,6-12 Years Old,2,31
2015,7-Austin,Male,African American,13-17 Years Old,4,26
2015,7-Austin,Male,African American,13-17 Years Old,9,47
2015,7-Austin,Male,African American,13-17 Years Old,7,44
