,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions
836,2014,6-Houston,Female,African American,Thirteen to Seventeen Years Old,2.0,19.0,0.0,5.0,1.0,0.0,0.0,0.0,15,68,2893,42.54411764705883,10.0,10.0,49.0,21.0,50.0,20.0,21.0,70.0,23.076923076923077
837,2014,6-Houston,Female,Anglo,Birth to Five Years Old,11.0,42.0,15.0,2.0,5.0,6.0,1.0,1.0,75,61,415,6.80327868852459,10.0,10.0,44.0,41.0,41.0,44.0,53.0,85.0,38.405797101449274
838,2014,6-Houston,Female,Anglo,Six to Twelve Years Old,7.0,34.0,2.0,4.0,4.0,2.0,0.0,0.0,45,42,530,12.61904761904762,14.0,14.0,64.0,36.0,59.0,41.0,41.0,100.0,29.078014184397162
839,2014,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,14,46,1257,27.32608695652174,10.0,10.0,54.0,31.0,61.0,24.0,0.0,85.0,0.0
840,2014,6-Houston,Female,Hispanic,Birth to Five Years Old,45.0,25.0,13.0,0.0,6.0,4.0,0.0,1.0,78,82,707,8.621951219512193,10.0,10.0,30.0,27.0,29.0,28.0,70.0,57.0,55.118110236220474
841,2014,6-Houston,Female,Hispanic,Six to Twelve Years Old,24.0,31.0,1.0,5.0,10.0,3.0,0.0,0.0,42,57,905,15.87719298245614,14.0,14.0,36.0,35.0,38.0,33.0,55.0,71.0,43.65079365079365
842,2014,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,4.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,13,47,1567,33.34042553191489,10.0,10.0,38.0,26.0,46.0,18.0,9.0,64.0,12.32876712328767
843,2014,6-Houston,Female,Other,Birth to Five Years Old,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16,18,118,6.5555555555555545,10.0,10.0,22.0,16.0,20.0,18.0,0.0,38.0,0.0
844,2014,6-Houston,Female,Other,Six to Twelve Years Old,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,14,186,13.285714285714285,14.0,14.0,17.0,12.0,12.0,17.0,0.0,29.0,0.0
845,2014,6-Houston,Male,African American,Birth to Five Years Old,15.0,101.0,24.0,1.0,10.0,5.0,0.0,2.0,134,135,1409,10.437037037037038,10.0,10.0,37.0,30.0,34.0,33.0,116.0,67.0,63.387978142076506
846,2014,6-Houston,Male,African American,Six to Twelve Years Old,4.0,84.0,6.0,19.0,26.0,3.0,0.0,0.0,83,135,3798,28.13333333333333,14.0,14.0,45.0,33.0,48.0,30.0,88.0,78.0,53.01204819277109
847,2014,6-Houston,Male,African American,Thirteen to Seventeen Years Old,0.0,25.0,0.0,8.0,6.0,1.0,0.0,1.0,17,78,4995,64.03846153846153,10.0,10.0,45.0,19.0,50.0,14.0,0.0,64.0,0.0
848,2014,6-Houston,Male,Anglo,Birth to Five Years Old,7.0,55.0,8.0,0.0,8.0,2.0,0.0,1.0,71,60,357,5.95,10.0,10.0,50.0,43.0,49.0,44.0,62.0,93.0,40.0
849,2014,6-Houston,Male,Anglo,Six to Twelve Years Old,5.0,27.0,3.0,8.0,9.0,3.0,0.0,0.0,40,75,1555,20.733333333333334,14.0,14.0,68.0,37.0,65.0,40.0,32.0,105.0,23.357664233576642
850,2014,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,14,49,2202,44.938775510204074,10.0,10.0,61.0,28.0,68.0,21.0,12.0,89.0,11.881188118811881
851,2014,6-Houston,Male,Hispanic,Birth to Five Years Old,36.0,27.0,9.0,1.0,3.0,5.0,0.0,1.0,71,85,661,7.776470588235294,10.0,10.0,40.0,34.0,43.0,31.0,63.0,74.0,45.98540145985402
852,2014,6-Houston,Male,Hispanic,Six to Twelve Years Old,25.0,23.0,1.0,1.0,13.0,7.0,0.0,0.0,42,80,2252,28.15,14.0,14.0,45.0,31.0,44.0,32.0,48.0,76.0,38.70967741935484
853,2014,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,9.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,10,56,2908,51.92857142857143,10.0,10.0,49.0,16.0,49.0,16.0,15.0,65.0,18.75
854,2014,6-Houston,Male,Other,Birth to Five Years Old,30.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,25,12,57,4.75,10.0,10.0,16.0,14.0,17.0,13.0,0.0,30.0,0.0
855,2014,6-Houston,Male,Other,Six to Twelve Years Old,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8,21,520,24.761904761904763,14.0,14.0,18.0,19.0,20.0,17.0,0.0,37.0,0.0
856,2014,7-Austin,Female,African American,Birth to Five Years Old,28.0,23.0,11.0,1.0,4.0,4.0,0.0,2.0,50,38,323,8.5,10.0,10.0,45.0,38.0,38.0,45.0,51.0,83.0,38.059701492537314
857,2014,7-Austin,Female,African American,Six to Twelve Years Old,2.0,14.0,0.0,3.0,3.0,3.0,0.0,0.0,18,25,597,23.88,14.0,14.0,41.0,29.0,34.0,36.0,16.0,70.0,18.6046511627907
858,2014,7-Austin,Female,African American,Thirteen to Seventeen Years Old,2.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,8,15,702,46.8,10.0,10.0,33.0,18.0,36.0,15.0,8.0,51.0,13.559322033898304
859,2014,7-Austin,Female,Anglo,Birth to Five Years Old,15.0,47.0,10.0,0.0,5.0,4.0,0.0,2.0,59,52,334,6.4230769230769225,10.0,10.0,62.0,66.0,55.0,73.0,62.0,128.0,32.631578947368425
860,2014,7-Austin,Female,Anglo,Six to Twelve Years Old,8.0,19.0,0.0,5.0,6.0,0.0,0.0,0.0,29,53,698,13.169811320754715,14.0,14.0,64.0,75.0,60.0,79.0,27.0,139.0,16.265060240963855
861,2014,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,9,29,816,28.13793103448276,10.0,10.0,72.0,42.0,83.0,31.0,8.0,114.0,6.557377049180328
862,2014,7-Austin,Female,Hispanic,Birth to Five Years Old,43.0,29.0,9.0,1.0,4.0,2.0,0.0,3.0,70,63,414,6.571428571428571,10.0,10.0,47.0,58.0,47.0,58.0,72.0,105.0,40.67796610169492
863,2014,7-Austin,Female,Hispanic,Six to Twelve Years Old,28.0,15.0,2.0,3.0,5.0,2.0,0.0,1.0,42,37,456,12.324324324324325,14.0,14.0,54.0,53.0,53.0,54.0,43.0,107.0,28.666666666666668
864,2014,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,12.0,5.0,1.0,6.0,3.0,1.0,0.0,0.0,16,19,408,21.473684210526315,10.0,10.0,48.0,27.0,53.0,22.0,17.0,75.0,18.478260869565215
865,2014,7-Austin,Female,Other,Birth to Five Years Old,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15,13,64,4.9230769230769225,10.0,10.0,27.0,20.0,26.0,21.0,0.0,47.0,0.0
866,2014,7-Austin,Female,Other,Six to Twelve Years Old,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7,7,84,12.0,14.0,14.0,17.0,14.0,15.0,16.0,0.0,31.0,0.0
867,2014,7-Austin,Female,Other,Thirteen to Seventeen Years Old,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,21,21.0,10.0,10.0,13.0,4.0,14.0,3.0,0.0,17.0,0.0
868,2014,7-Austin,Male,African American,Birth to Five Years Old,13.0,29.0,8.0,0.0,0.0,4.0,0.0,0.0,46,37,263,7.108108108108107,10.0,10.0,39.0,29.0,36.0,32.0,42.0,68.0,38.18181818181819
869,2014,7-Austin,Male,African American,Six to Twelve Years Old,9.0,12.0,1.0,0.0,3.0,1.0,0.0,0.0,17,31,529,17.06451612903226,14.0,14.0,49.0,27.0,41.0,35.0,21.0,76.0,21.649484536082475
870,2014,7-Austin,Male,African American,Thirteen to Seventeen Years Old,4.0,8.0,1.0,4.0,5.0,2.0,0.0,0.0,11,21,1406,66.95238095238095,10.0,10.0,45.0,9.0,45.0,9.0,12.0,54.0,18.181818181818183
871,2014,7-Austin,Male,Anglo,Birth to Five Years Old,14.0,49.0,17.0,1.0,5.0,2.0,0.0,0.0,63,56,325,5.803571428571429,10.0,10.0,75.0,70.0,69.0,76.0,63.0,145.0,30.288461538461537
872,2014,7-Austin,Male,Anglo,Six to Twelve Years Old,11.0,24.0,3.0,7.0,8.0,2.0,0.0,1.0,28,44,514,11.681818181818182,14.0,14.0,67.0,71.0,64.0,74.0,35.0,138.0,20.23121387283237
873,2014,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,2.0,12.0,1.0,7.0,4.0,0.0,0.0,0.0,14,32,998,31.1875,10.0,10.0,76.0,33.0,81.0,28.0,14.0,109.0,11.38211382113821
874,2014,7-Austin,Male,Hispanic,Birth to Five Years Old,43.0,32.0,10.0,0.0,8.0,2.0,0.0,1.0,73,59,427,7.2372881355932215,10.0,10.0,61.0,52.0,56.0,57.0,75.0,113.0,39.8936170212766
875,2014,7-Austin,Male,Hispanic,Six to Twelve Years Old,23.0,26.0,2.0,7.0,15.0,1.0,0.0,1.0,46,46,714,15.521739130434785,14.0,14.0,63.0,51.0,61.0,53.0,49.0,114.0,30.061349693251532
876,2014,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,8.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,11,21,797,37.952380952380956,10.0,10.0,57.0,23.0,60.0,20.0,11.0,80.0,12.087912087912088
877,2014,7-Austin,Male,Other,Birth to Five Years Old,24.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,23,14,123,8.785714285714286,10.0,10.0,29.0,28.0,26.0,31.0,0.0,57.0,0.0
878,2014,7-Austin,Male,Other,Six to Twelve Years Old,6.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5,6,46,7.666666666666668,14.0,14.0,19.0,15.0,16.0,18.0,0.0,34.0,0.0
879,2014,7-Austin,Male,Other,Thirteen to Seventeen Years Old,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,6,127,21.166666666666668,8.0,10.0,13.0,10.0,13.0,10.0,0.0,23.0,0.0
880,2014,8-San Antonio,Female,African American,Birth to Five Years Old,9.0,15.0,3.0,1.0,1.0,2.0,0.0,0.0,24,21,208,9.904761904761905,10.0,10.0,13.0,12.0,14.0,11.0,24.0,25.0,48.97959183673469
881,2014,8-San Antonio,Female,African American,Six to Twelve Years Old,7.0,14.0,2.0,5.0,3.0,0.0,0.0,0.0,20,22,466,21.181818181818183,14.0,14.0,20.0,9.0,19.0,10.0,21.0,29.0,42.0
882,2014,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3,15,805,53.66666666666666,10.0,10.0,22.0,8.0,18.0,12.0,3.0,30.0,9.090909090909092
883,2014,8-San Antonio,Female,Anglo,Birth to Five Years Old,14.0,21.0,8.0,0.0,2.0,2.0,0.0,0.0,38,29,101,3.4827586206896552,10.0,10.0,43.0,32.0,41.0,34.0,35.0,75.0,31.818181818181817
884,2014,8-San Antonio,Female,Anglo,Six to Twelve Years Old,12.0,19.0,0.0,1.0,2.0,1.0,0.0,0.0,26,36,624,17.333333333333332,14.0,14.0,66.0,31.0,62.0,35.0,31.0,97.0,24.21875
885,2014,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,8,37,1556,42.054054054054056,10.0,10.0,60.0,17.0,57.0,20.0,8.0,77.0,9.411764705882353
886,2014,8-San Antonio,Female,Hispanic,Birth to Five Years Old,111.0,174.0,73.0,4.0,14.0,13.0,1.0,2.0,294,171,1269,7.421052631578947,10.0,10.0,98.0,79.0,95.0,82.0,285.0,177.0,61.68831168831169
887,2014,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,66.0,135.0,4.0,15.0,15.0,6.0,0.0,1.0,198,157,2592,16.509554140127392,14.0,14.0,108.0,84.0,112.0,80.0,201.0,192.0,51.14503816793893
888,2014,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,18.0,29.0,0.0,5.0,4.0,0.0,0.0,1.0,46,115,3904,33.947826086956525,10.0,10.0,89.0,45.0,99.0,35.0,47.0,134.0,25.96685082872928
889,2014,8-San Antonio,Female,Other,Birth to Five Years Old,16.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,8,5,27,5.4,10.0,10.0,7.0,6.0,6.0,7.0,0.0,13.0,0.0
890,2014,8-San Antonio,Male,African American,Birth to Five Years Old,23.0,18.0,10.0,0.0,3.0,0.0,0.0,0.0,37,18,118,6.5555555555555545,10.0,10.0,14.0,8.0,11.0,11.0,41.0,22.0,65.07936507936508
891,2014,8-San Antonio,Male,African American,Six to Twelve Years Old,5.0,17.0,1.0,2.0,4.0,0.0,0.0,0.0,22,23,560,24.347826086956523,14.0,14.0,23.0,9.0,24.0,8.0,22.0,32.0,40.74074074074074
892,2014,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,5,20,1244,62.2,8.0,10.0,22.0,7.0,23.0,6.0,6.0,29.0,17.142857142857142
893,2014,8-San Antonio,Male,Anglo,Birth to Five Years Old,19.0,29.0,10.0,4.0,9.0,4.0,0.0,0.0,48,48,221,4.604166666666667,10.0,10.0,42.0,34.0,43.0,33.0,48.0,76.0,38.70967741935484
894,2014,8-San Antonio,Male,Anglo,Six to Twelve Years Old,7.0,27.0,0.0,4.0,15.0,1.0,0.0,2.0,37,41,954,23.268292682926827,14.0,14.0,58.0,27.0,57.0,28.0,34.0,85.0,28.57142857142857
895,2014,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,5.0,4.0,0.0,4.0,5.0,2.0,0.0,0.0,10,49,1994,40.69387755102041,10.0,10.0,64.0,17.0,69.0,12.0,9.0,81.0,10.0
896,2014,8-San Antonio,Male,Hispanic,Birth to Five Years Old,100.0,173.0,70.0,1.0,16.0,9.0,0.0,0.0,275,168,1168,6.9523809523809526,10.0,10.0,90.0,72.0,97.0,65.0,273.0,162.0,62.758620689655174
897,2014,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,54.0,128.0,6.0,18.0,35.0,3.0,0.0,1.0,180,198,3456,17.454545454545453,14.0,14.0,96.0,90.0,101.0,85.0,182.0,186.0,49.45652173913043
898,2014,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,14.0,29.0,0.0,14.0,13.0,2.0,0.0,0.0,43,117,6384,54.56410256410256,10.0,10.0,77.0,40.0,82.0,35.0,43.0,117.0,26.875
899,2014,8-San Antonio,Male,Other,Birth to Five Years Old,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8,58,7.25,10.0,10.0,10.0,10.0,10.0,10.0,0.0,20.0,0.0
900,2014,8-San Antonio,Male,Other,Six to Twelve Years Old,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,6,69,11.5,6.0,14.0,7.0,5.0,7.0,5.0,0.0,12.0,0.0
901,2014,9-Midland,Female,Anglo,Birth to Five Years Old,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14,111,7.928571428571429,10.0,10.0,25.0,21.0,25.0,21.0,10.0,46.0,17.857142857142858
902,2014,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,5,11,443,40.27272727272727,10.0,10.0,29.0,10.0,31.0,8.0,0.0,39.0,0.0
903,2014,9-Midland,Female,Hispanic,Birth to Five Years Old,16.0,10.0,2.0,0.0,2.0,1.0,0.0,1.0,25,20,168,8.4,10.0,10.0,21.0,24.0,19.0,26.0,26.0,45.0,36.61971830985916
904,2014,9-Midland,Female,Hispanic,Six to Twelve Years Old,7.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,21,14,268,19.142857142857142,14.0,14.0,38.0,26.0,43.0,21.0,16.0,64.0,20.0
905,2014,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,4,15,508,33.86666666666667,8.0,10.0,33.0,12.0,32.0,13.0,0.0,45.0,0.0
906,2014,9-Midland,Female,Other,Birth to Five Years Old,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1,5,5.0,2.0,10.0,1.0,3.0,1.0,3.0,0.0,4.0,0.0
907,2014,9-Midland,Female,Other,Six to Twelve Years Old,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,2,10,5.0,4.0,13.0,3.0,5.0,3.0,5.0,0.0,8.0,0.0
908,2014,9-Midland,Male,African American,Birth to Five Years Old,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6,2,8,4.0,6.0,10.0,6.0,6.0,7.0,5.0,0.0,12.0,0.0
909,2014,9-Midland,Male,African American,Six to Twelve Years Old,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,6,119,19.83333333333333,4.0,14.0,10.0,4.0,11.0,3.0,0.0,14.0,0.0
910,2014,9-Midland,Male,African American,Thirteen to Seventeen Years Old,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,125,41.66666666666666,0.0,8.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0
911,2014,9-Midland,Male,Anglo,Birth to Five Years Old,8.0,12.0,4.0,1.0,4.0,3.0,0.0,1.0,23,20,158,7.9,10.0,10.0,29.0,26.0,33.0,22.0,20.0,55.0,26.666666666666668
912,2014,9-Midland,Male,Anglo,Six to Twelve Years Old,2.0,12.0,1.0,1.0,8.0,0.0,0.0,0.0,13,21,280,13.333333333333336,14.0,14.0,28.0,24.0,31.0,21.0,14.0,52.0,21.21212121212121
913,2014,9-Midland,Male,Anglo,Thirteen to Seventeen Years Old,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,4,13,451,34.69230769230769,10.0,10.0,34.0,11.0,36.0,9.0,5.0,45.0,10.0
914,2014,9-Midland,Male,Hispanic,Birth to Five Years Old,20.0,12.0,2.0,0.0,1.0,2.0,0.0,1.0,33,26,240,9.23076923076923,10.0,10.0,32.0,26.0,33.0,25.0,32.0,58.0,35.55555555555556
915,2014,9-Midland,Male,Hispanic,Six to Twelve Years Old,9.0,9.0,0.0,5.0,10.0,4.0,0.0,1.0,22,36,564,15.666666666666664,14.0,14.0,46.0,30.0,49.0,27.0,18.0,76.0,19.148936170212767
916,2014,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,4.0,0.0,4.0,6.0,2.0,0.0,0.0,7,17,626,36.8235294117647,8.0,10.0,39.0,10.0,42.0,7.0,6.0,49.0,10.909090909090908
917,2014,9-Midland,Male,Other,Birth to Five Years Old,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,5,1,9,9.0,6.0,10.0,3.0,4.0,3.0,4.0,0.0,7.0,0.0
918,2015,1-Lubbock,Female,African American,Birth to Five Years Old,8.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,10,14,110,7.857142857142858,10.0,10.0,12.0,11.0,14.0,9.0,9.0,23.0,28.125
919,2015,1-Lubbock,Female,African American,Thirteen to Seventeen Years Old,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,10,604,60.4,8.0,9.0,15.0,5.0,16.0,4.0,0.0,20.0,0.0
920,2015,1-Lubbock,Female,Anglo,Birth to Five Years Old,5.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,19,27,143,5.296296296296297,10.0,10.0,31.0,18.0,31.0,18.0,18.0,49.0,26.865671641791046
921,2015,1-Lubbock,Female,Anglo,Six to Twelve Years Old,1.0,10.0,0.0,1.0,2.0,1.0,0.0,0.0,12,15,232,15.466666666666667,14.0,14.0,31.0,19.0,33.0,17.0,11.0,50.0,18.0327868852459
922,2015,1-Lubbock,Female,Anglo,Thirteen to Seventeen Years Old,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5,19,666,35.05263157894737,8.0,10.0,44.0,14.0,48.0,10.0,4.0,58.0,6.451612903225806
923,2015,1-Lubbock,Female,Hispanic,Birth to Five Years Old,18.0,15.0,7.0,0.0,2.0,2.0,0.0,1.0,31,46,393,8.543478260869565,10.0,10.0,51.0,44.0,50.0,45.0,33.0,95.0,25.78125
924,2015,1-Lubbock,Female,Hispanic,Six to Twelve Years Old,19.0,12.0,0.0,2.0,7.0,1.0,0.0,0.0,35,60,1037,17.283333333333335,14.0,14.0,60.0,48.0,61.0,47.0,31.0,108.0,22.302158273381295
925,2015,1-Lubbock,Female,Hispanic,Thirteen to Seventeen Years Old,4.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,13,30,626,20.866666666666667,10.0,10.0,50.0,25.0,58.0,17.0,10.0,75.0,11.76470588235294
926,2015,1-Lubbock,Female,Other,Birth to Five Years Old,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,4,27,6.75,10.0,10.0,8.0,5.0,6.0,7.0,0.0,13.0,0.0
927,2015,1-Lubbock,Male,African American,Birth to Five Years Old,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,13,8,51,6.375,8.0,10.0,16.0,7.0,17.0,6.0,10.0,23.0,30.303030303030305
928,2015,1-Lubbock,Male,African American,Six to Twelve Years Old,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,8,14,461,32.92857142857143,10.0,14.0,17.0,9.0,20.0,6.0,5.0,26.0,16.129032258064516
929,2015,1-Lubbock,Male,African American,Thirteen to Seventeen Years Old,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,4,12,396,33.0,8.0,10.0,21.0,5.0,24.0,2.0,4.0,26.0,13.333333333333334
930,2015,1-Lubbock,Male,Anglo,Birth to Five Years Old,5.0,19.0,0.0,1.0,3.0,0.0,0.0,0.0,22,23,150,6.521739130434782,10.0,10.0,39.0,19.0,41.0,17.0,24.0,58.0,29.268292682926827
931,2015,1-Lubbock,Male,Anglo,Six to Twelve Years Old,2.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,14,25,443,17.72,14.0,14.0,47.0,18.0,48.0,17.0,11.0,65.0,14.473684210526317
932,2015,1-Lubbock,Male,Anglo,Thirteen to Seventeen Years Old,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,6,21,1148,54.66666666666666,8.0,10.0,40.0,11.0,43.0,8.0,5.0,51.0,8.928571428571429
933,2015,1-Lubbock,Male,Hispanic,Birth to Five Years Old,22.0,10.0,8.0,0.0,1.0,3.0,0.0,0.0,27,55,439,7.981818181818181,10.0,10.0,60.0,45.0,56.0,49.0,32.0,105.0,23.357664233576642
934,2015,1-Lubbock,Male,Hispanic,Six to Twelve Years Old,17.0,26.0,0.0,7.0,9.0,1.0,0.0,0.0,45,62,843,13.596774193548386,14.0,14.0,55.0,52.0,57.0,50.0,43.0,107.0,28.666666666666668
935,2015,1-Lubbock,Male,Hispanic,Thirteen to Seventeen Years Old,5.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,8,21,1063,50.61904761904761,8.0,10.0,45.0,16.0,49.0,12.0,9.0,61.0,12.857142857142856
936,2015,1-Lubbock,Male,Other,Six to Twelve Years Old,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,4,39,9.75,10.0,14.0,15.0,8.0,17.0,6.0,0.0,23.0,0.0
937,2015,10-El Paso,Female,African American,Birth to Five Years Old,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,3,3.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
938,2015,10-El Paso,Female,Anglo,Six to Twelve Years Old,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5,4,89,22.25,4.0,14.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0
939,2015,10-El Paso,Female,Hispanic,Birth to Five Years Old,10.0,12.0,4.0,0.0,2.0,2.0,0.0,0.0,21,10,119,11.9,8.0,10.0,10.0,3.0,9.0,4.0,22.0,13.0,62.857142857142854
940,2015,10-El Paso,Female,Hispanic,Six to Twelve Years Old,5.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,13,24,314,13.083333333333336,14.0,14.0,12.0,8.0,12.0,8.0,15.0,20.0,42.857142857142854
941,2015,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,2.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,10,23,744,32.34782608695652,10.0,10.0,12.0,8.0,17.0,3.0,9.0,20.0,31.03448275862069
942,2015,10-El Paso,Female,Other,Birth to Five Years Old,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,3.0,2.0,10.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0
943,2015,10-El Paso,Male,African American,Birth to Five Years Old,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,5,4,38,9.5,6.0,10.0,3.0,2.0,1.0,4.0,5.0,5.0,50.0
944,2015,10-El Paso,Male,Anglo,Birth to Five Years Old,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,18,6.0,8.0,10.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0
945,2015,10-El Paso,Male,Hispanic,Birth to Five Years Old,5.0,9.0,1.0,0.0,3.0,2.0,0.0,0.0,17,19,180,9.473684210526317,10.0,10.0,11.0,7.0,13.0,5.0,14.0,18.0,43.75
946,2015,10-El Paso,Male,Hispanic,Six to Twelve Years Old,7.0,13.0,0.0,5.0,9.0,2.0,0.0,0.0,21,18,360,20.0,14.0,14.0,10.0,9.0,12.0,7.0,20.0,19.0,51.28205128205128
947,2015,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,7.0,0.0,1.0,5.0,0.0,0.0,0.0,11,22,792,36.0,8.0,10.0,15.0,10.0,19.0,6.0,9.0,25.0,26.47058823529412
948,2015,11-Edinburg,Female,Anglo,Birth to Five Years Old,2.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,7,9,98,10.888888888888891,10.0,10.0,21.0,11.0,20.0,12.0,9.0,32.0,21.951219512195124
949,2015,11-Edinburg,Female,Hispanic,Birth to Five Years Old,6.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,30,53,379,7.150943396226416,10.0,10.0,67.0,51.0,61.0,57.0,26.0,118.0,18.055555555555554
950,2015,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,2.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,15,80,1600,20.0,14.0,14.0,80.0,57.0,76.0,61.0,15.0,137.0,9.868421052631579
951,2015,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,2.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,11,73,2482,34.0,10.0,10.0,79.0,37.0,89.0,27.0,11.0,116.0,8.661417322834646
952,2015,11-Edinburg,Male,Anglo,Six to Twelve Years Old,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,5,9,99,11.0,14.0,14.0,21.0,4.0,22.0,3.0,4.0,25.0,13.793103448275861
953,2015,11-Edinburg,Male,Hispanic,Birth to Five Years Old,5.0,24.0,8.0,0.0,2.0,5.0,0.0,1.0,43,63,741,11.761904761904766,10.0,10.0,71.0,58.0,69.0,60.0,29.0,129.0,18.354430379746837
