,Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Different Race/Ethnicity as Adoptive Parent,Same Race/Ethnicity as Adoptive Parent,Disabling Condition: Drug or Alcohol,Disabling Condition: Emotionally Disturbed,Disabling Condition: Learning Disability,Disabling Condition: Medically Involved,Disabling Condition: Other,Disabling Condition: Physical,Children in Adoption Placements,Children Waiting on Adoption as of 8/31,Total Months Since Termination,Average Months Since Termination of Parental Rights,Removals,Victims,In Foster Care,In Other Substitute Care,In Substitute Care with Non-Relative,In Substitute Care with Relative,Number of Consummated Adoptions,Number of Kids in Substitute Care,Percent of Kids in Consummated Adoptions
954,2015,11-Edinburg,Male,Hispanic,Six to Twelve Years Old,5.0,14.0,3.0,3.0,8.0,6.0,0.0,0.0,23,72,1770,24.58333333333333,14.0,14.0,80.0,57.0,85.0,52.0,19.0,137.0,12.179487179487179
955,2015,11-Edinburg,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,11.0,0.0,3.0,4.0,0.0,0.0,0.0,11,67,3373,50.34328358208957,10.0,10.0,73.0,29.0,77.0,25.0,13.0,102.0,11.304347826086957
956,2015,11-Edinburg,Male,Other,Birth to Five Years Old,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,14,14.0,8.0,10.0,6.0,2.0,5.0,3.0,0.0,8.0,0.0
957,2015,2-Abilene,Female,Anglo,Birth to Five Years Old,4.0,22.0,7.0,0.0,2.0,1.0,0.0,0.0,25,9,76,8.444444444444445,10.0,10.0,26.0,20.0,22.0,24.0,26.0,46.0,36.11111111111111
958,2015,2-Abilene,Female,Anglo,Six to Twelve Years Old,1.0,7.0,0.0,2.0,4.0,2.0,0.0,0.0,11,17,362,21.294117647058822,14.0,14.0,30.0,26.0,28.0,28.0,8.0,56.0,12.5
959,2015,2-Abilene,Female,Anglo,Thirteen to Seventeen Years Old,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2,11,343,31.181818181818183,8.0,10.0,35.0,15.0,38.0,12.0,2.0,50.0,3.8461538461538463
960,2015,2-Abilene,Female,Hispanic,Birth to Five Years Old,7.0,6.0,4.0,0.0,3.0,1.0,0.0,1.0,13,8,103,12.875,10.0,10.0,21.0,14.0,18.0,17.0,13.0,35.0,27.083333333333332
961,2015,2-Abilene,Female,Hispanic,Six to Twelve Years Old,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11,193,17.545454545454547,14.0,14.0,23.0,16.0,21.0,18.0,0.0,39.0,0.0
962,2015,2-Abilene,Male,Anglo,Birth to Five Years Old,3.0,23.0,4.0,2.0,3.0,3.0,0.0,1.0,25,9,67,7.4444444444444455,10.0,10.0,27.0,22.0,20.0,29.0,26.0,49.0,34.66666666666667
963,2015,2-Abilene,Male,Anglo,Six to Twelve Years Old,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,5,13,196,15.076923076923075,14.0,14.0,40.0,22.0,37.0,25.0,0.0,62.0,0.0
964,2015,2-Abilene,Male,Anglo,Thirteen to Seventeen Years Old,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,7,255,36.42857142857143,10.0,10.0,29.0,11.0,31.0,9.0,0.0,40.0,0.0
965,2015,2-Abilene,Male,Hispanic,Birth to Five Years Old,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,7,7,50,7.142857142857142,10.0,10.0,24.0,11.0,19.0,16.0,8.0,35.0,18.6046511627907
966,2015,2-Abilene,Male,Hispanic,Six to Twelve Years Old,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9,16,406,25.375,14.0,14.0,32.0,16.0,31.0,17.0,9.0,48.0,15.789473684210526
967,2015,2-Abilene,Male,Other,Six to Twelve Years Old,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2,2,1.0,8.0,14.0,7.0,5.0,6.0,6.0,0.0,12.0,0.0
968,2015,3-Arlington,Female,African American,Birth to Five Years Old,24.0,40.0,10.0,1.0,1.0,2.0,0.0,0.0,62,58,472,8.137931034482758,10.0,10.0,42.0,33.0,37.0,38.0,64.0,75.0,46.043165467625904
969,2015,3-Arlington,Female,African American,Six to Twelve Years Old,3.0,29.0,3.0,2.0,2.0,1.0,0.0,0.0,32,65,1277,19.646153846153847,14.0,14.0,52.0,24.0,45.0,31.0,32.0,76.0,29.629629629629626
970,2015,3-Arlington,Female,African American,Thirteen to Seventeen Years Old,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,5,38,2036,53.57894736842106,10.0,10.0,55.0,19.0,59.0,15.0,7.0,74.0,8.641975308641975
971,2015,3-Arlington,Female,Anglo,Birth to Five Years Old,21.0,130.0,32.0,1.0,14.0,5.0,0.0,2.0,140,60,477,7.95,10.0,10.0,81.0,59.0,71.0,69.0,151.0,140.0,51.890034364261176
972,2015,3-Arlington,Female,Anglo,Six to Twelve Years Old,14.0,58.0,1.0,9.0,12.0,2.0,0.0,1.0,78,62,881,14.209677419354836,14.0,14.0,99.0,72.0,101.0,70.0,72.0,171.0,29.629629629629626
973,2015,3-Arlington,Female,Anglo,Thirteen to Seventeen Years Old,5.0,20.0,1.0,9.0,8.0,0.0,1.0,1.0,26,54,1254,23.222222222222218,10.0,10.0,101.0,43.0,105.0,39.0,25.0,144.0,14.792899408284024
974,2015,3-Arlington,Female,Hispanic,Birth to Five Years Old,67.0,27.0,25.0,1.0,8.0,5.0,0.0,2.0,91,51,383,7.509803921568627,10.0,10.0,59.0,32.0,50.0,41.0,94.0,91.0,50.810810810810814
975,2015,3-Arlington,Female,Hispanic,Six to Twelve Years Old,41.0,14.0,0.0,3.0,3.0,2.0,0.0,0.0,49,54,756,14.0,14.0,14.0,66.0,43.0,68.0,41.0,55.0,109.0,33.53658536585366
976,2015,3-Arlington,Female,Hispanic,Thirteen to Seventeen Years Old,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,9,33,1282,38.84848484848485,10.0,10.0,59.0,23.0,62.0,20.0,13.0,82.0,13.684210526315791
977,2015,3-Arlington,Female,Other,Birth to Five Years Old,24.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,20,15,107,7.133333333333334,10.0,10.0,29.0,23.0,26.0,26.0,0.0,52.0,0.0
978,2015,3-Arlington,Female,Other,Six to Twelve Years Old,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10,18,386,21.444444444444443,12.0,14.0,23.0,19.0,20.0,22.0,0.0,42.0,0.0
979,2015,3-Arlington,Female,Other,Thirteen to Seventeen Years Old,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,16,768,48.0,10.0,10.0,23.0,7.0,24.0,6.0,0.0,30.0,0.0
980,2015,3-Arlington,Male,African American,Birth to Five Years Old,30.0,58.0,17.0,1.0,9.0,9.0,0.0,1.0,90,62,515,8.306451612903226,10.0,10.0,43.0,27.0,39.0,31.0,88.0,70.0,55.69620253164557
981,2015,3-Arlington,Male,African American,Six to Twelve Years Old,1.0,30.0,3.0,1.0,3.0,0.0,0.0,0.0,27,67,1359,20.283582089552237,14.0,14.0,59.0,32.0,56.0,35.0,31.0,91.0,25.40983606557377
982,2015,3-Arlington,Male,African American,Thirteen to Seventeen Years Old,2.0,10.0,0.0,4.0,6.0,2.0,0.0,1.0,12,35,1953,55.8,10.0,10.0,54.0,16.0,57.0,13.0,12.0,70.0,14.634146341463413
983,2015,3-Arlington,Male,Anglo,Birth to Five Years Old,33.0,116.0,33.0,6.0,16.0,8.0,0.0,0.0,144,81,651,8.037037037037036,10.0,10.0,102.0,63.0,91.0,74.0,149.0,165.0,47.452229299363054
984,2015,3-Arlington,Male,Anglo,Six to Twelve Years Old,12.0,56.0,3.0,7.0,12.0,1.0,0.0,0.0,63,103,1690,16.407766990291258,14.0,14.0,122.0,67.0,116.0,73.0,68.0,189.0,26.459143968871597
985,2015,3-Arlington,Male,Anglo,Thirteen to Seventeen Years Old,0.0,12.0,2.0,5.0,5.0,0.0,0.0,0.0,13,76,2758,36.28947368421053,10.0,10.0,113.0,31.0,120.0,24.0,0.0,144.0,0.0
986,2015,3-Arlington,Male,Hispanic,Birth to Five Years Old,57.0,20.0,14.0,0.0,5.0,4.0,0.0,0.0,77,67,615,9.17910447761194,10.0,10.0,60.0,35.0,50.0,45.0,77.0,95.0,44.76744186046512
987,2015,3-Arlington,Male,Hispanic,Six to Twelve Years Old,24.0,9.0,2.0,6.0,7.0,0.0,0.0,0.0,32,49,951,19.40816326530612,14.0,14.0,66.0,34.0,61.0,39.0,33.0,100.0,24.81203007518797
988,2015,3-Arlington,Male,Hispanic,Thirteen to Seventeen Years Old,9.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,13,42,2170,51.66666666666666,10.0,10.0,59.0,22.0,67.0,14.0,12.0,81.0,12.903225806451612
989,2015,3-Arlington,Male,Other,Birth to Five Years Old,31.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,27,11,60,5.454545454545454,10.0,10.0,29.0,23.0,27.0,25.0,0.0,52.0,0.0
990,2015,3-Arlington,Male,Other,Six to Twelve Years Old,9.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,10,21,507,24.142857142857146,14.0,14.0,36.0,14.0,34.0,16.0,0.0,50.0,0.0
991,2015,4-Tyler,Female,African American,Birth to Five Years Old,7.0,5.0,3.0,1.0,3.0,2.0,1.0,0.0,12,10,94,9.4,10.0,10.0,16.0,28.0,16.0,28.0,12.0,44.0,21.428571428571427
992,2015,4-Tyler,Female,African American,Six to Twelve Years Old,3.0,7.0,1.0,3.0,4.0,1.0,0.0,0.0,11,4,56,14.0,12.0,14.0,18.0,19.0,21.0,16.0,10.0,37.0,21.27659574468085
993,2015,4-Tyler,Female,Anglo,Birth to Five Years Old,7.0,31.0,8.0,2.0,7.0,2.0,0.0,2.0,47,41,235,5.7317073170731705,10.0,10.0,58.0,71.0,67.0,62.0,38.0,129.0,22.75449101796407
994,2015,4-Tyler,Female,Anglo,Six to Twelve Years Old,0.0,22.0,0.0,6.0,4.0,0.0,0.0,0.0,29,36,470,13.055555555555555,14.0,14.0,72.0,57.0,77.0,52.0,0.0,129.0,0.0
995,2015,4-Tyler,Female,Anglo,Thirteen to Seventeen Years Old,1.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,12,16,479,29.9375,10.0,10.0,67.0,37.0,82.0,22.0,8.0,104.0,7.142857142857142
996,2015,4-Tyler,Female,Hispanic,Birth to Five Years Old,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,10,9,72,8.0,10.0,10.0,22.0,15.0,24.0,13.0,7.0,37.0,15.909090909090908
997,2015,4-Tyler,Female,Hispanic,Six to Twelve Years Old,7.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,10,10,230,23.0,14.0,14.0,23.0,22.0,24.0,21.0,8.0,45.0,15.09433962264151
998,2015,4-Tyler,Male,African American,Birth to Five Years Old,6.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,8,20,125,6.25,10.0,10.0,23.0,33.0,24.0,32.0,8.0,56.0,12.5
999,2015,4-Tyler,Male,African American,Six to Twelve Years Old,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,4,11,245,22.272727272727273,14.0,14.0,28.0,26.0,30.0,24.0,5.0,54.0,8.47457627118644
1000,2015,4-Tyler,Male,African American,Thirteen to Seventeen Years Old,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3,8,587,73.375,8.0,10.0,23.0,7.0,26.0,4.0,3.0,30.0,9.090909090909092
1001,2015,4-Tyler,Male,Anglo,Birth to Five Years Old,6.0,37.0,3.0,1.0,3.0,3.0,0.0,1.0,43,47,332,7.0638297872340425,10.0,10.0,69.0,63.0,73.0,59.0,43.0,132.0,24.571428571428573
1002,2015,4-Tyler,Male,Anglo,Six to Twelve Years Old,3.0,26.0,2.0,9.0,11.0,1.0,0.0,0.0,38,46,797,17.32608695652174,14.0,14.0,81.0,75.0,96.0,60.0,29.0,156.0,15.675675675675677
1003,2015,4-Tyler,Male,Anglo,Thirteen to Seventeen Years Old,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,10,24,1093,45.54166666666666,10.0,10.0,75.0,23.0,79.0,19.0,0.0,98.0,0.0
1004,2015,4-Tyler,Male,Hispanic,Birth to Five Years Old,13.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,16,8,58,7.25,10.0,10.0,11.0,23.0,14.0,20.0,15.0,34.0,30.612244897959183
1005,2015,4-Tyler,Male,Hispanic,Six to Twelve Years Old,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10,8,93,11.625,14.0,14.0,25.0,19.0,27.0,17.0,0.0,44.0,0.0
1006,2015,4-Tyler,Male,Hispanic,Thirteen to Seventeen Years Old,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2,10,394,39.4,8.0,10.0,17.0,10.0,18.0,9.0,0.0,27.0,0.0
1007,2015,4-Tyler,Male,Other,Birth to Five Years Old,11.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,10,9,33,3.6666666666666665,10.0,10.0,23.0,19.0,23.0,19.0,0.0,42.0,0.0
1008,2015,4-Tyler,Male,Other,Six to Twelve Years Old,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5,6,142,23.66666666666667,12.0,14.0,15.0,14.0,17.0,12.0,0.0,29.0,0.0
1009,2015,5-Beaumont,Female,African American,Birth to Five Years Old,14.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,28,14,129,9.214285714285714,10.0,10.0,24.0,12.0,19.0,17.0,24.0,36.0,40.0
1010,2015,5-Beaumont,Female,African American,Six to Twelve Years Old,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3,21,443,21.095238095238095,14.0,14.0,33.0,7.0,26.0,14.0,5.0,40.0,11.11111111111111
1011,2015,5-Beaumont,Female,Anglo,Birth to Five Years Old,2.0,24.0,4.0,0.0,3.0,3.0,0.0,0.0,25,19,107,5.63157894736842,10.0,10.0,40.0,29.0,35.0,34.0,26.0,69.0,27.368421052631582
1012,2015,5-Beaumont,Female,Anglo,Six to Twelve Years Old,1.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,11,14,150,10.714285714285714,14.0,14.0,38.0,30.0,33.0,35.0,11.0,68.0,13.924050632911392
1013,2015,5-Beaumont,Female,Anglo,Thirteen to Seventeen Years Old,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,9,8,275,34.375,8.0,10.0,18.0,15.0,20.0,13.0,0.0,33.0,0.0
1014,2015,5-Beaumont,Female,Other,Birth to Five Years Old,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,15,3.75,10.0,10.0,14.0,7.0,13.0,8.0,0.0,21.0,0.0
1015,2015,5-Beaumont,Male,African American,Birth to Five Years Old,7.0,9.0,6.0,2.0,5.0,1.0,0.0,1.0,22,22,148,6.727272727272728,10.0,10.0,26.0,18.0,24.0,20.0,16.0,44.0,26.666666666666668
1016,2015,5-Beaumont,Male,African American,Six to Twelve Years Old,1.0,6.0,3.0,0.0,3.0,1.0,0.0,1.0,10,11,279,25.363636363636363,14.0,14.0,19.0,9.0,18.0,10.0,7.0,28.0,20.0
1017,2015,5-Beaumont,Male,Anglo,Birth to Five Years Old,6.0,27.0,6.0,2.0,1.0,0.0,0.0,0.0,30,26,137,5.269230769230768,10.0,10.0,47.0,33.0,46.0,34.0,33.0,80.0,29.20353982300885
1018,2015,5-Beaumont,Male,Anglo,Six to Twelve Years Old,0.0,10.0,0.0,3.0,4.0,0.0,0.0,0.0,12,12,96,8.0,14.0,14.0,48.0,33.0,53.0,28.0,0.0,81.0,0.0
1019,2015,5-Beaumont,Male,Anglo,Thirteen to Seventeen Years Old,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3,16,440,27.5,8.0,10.0,29.0,12.0,33.0,8.0,0.0,41.0,0.0
1020,2015,6-Houston,Female,African American,Birth to Five Years Old,41.0,98.0,23.0,3.0,10.0,14.0,1.0,1.0,134,106,955,9.00943396226415,10.0,10.0,34.0,31.0,33.0,32.0,139.0,65.0,68.13725490196079
1021,2015,6-Houston,Female,African American,Six to Twelve Years Old,3.0,64.0,6.0,13.0,21.0,4.0,0.0,0.0,75,74,2047,27.66216216216216,14.0,14.0,36.0,29.0,41.0,24.0,67.0,65.0,50.75757575757576
1022,2015,6-Houston,Female,African American,Thirteen to Seventeen Years Old,4.0,18.0,0.0,9.0,7.0,3.0,0.0,0.0,24,69,3100,44.92753623188405,10.0,10.0,46.0,18.0,50.0,14.0,22.0,64.0,25.581395348837212
1023,2015,6-Houston,Female,Anglo,Birth to Five Years Old,10.0,63.0,7.0,0.0,3.0,2.0,0.0,1.0,53,60,406,6.7666666666666675,10.0,10.0,53.0,30.0,40.0,43.0,73.0,83.0,46.794871794871796
1024,2015,6-Houston,Female,Anglo,Six to Twelve Years Old,11.0,34.0,1.0,1.0,7.0,3.0,0.0,0.0,44,41,623,15.19512195121951,14.0,14.0,63.0,40.0,58.0,45.0,45.0,103.0,30.405405405405407
1025,2015,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,3.0,10.0,0.0,4.0,3.0,1.0,0.0,0.0,14,37,1143,30.89189189189189,10.0,10.0,59.0,32.0,66.0,25.0,13.0,91.0,12.5
1026,2015,6-Houston,Female,Hispanic,Birth to Five Years Old,39.0,41.0,14.0,2.0,5.0,4.0,0.0,0.0,85,69,461,6.681159420289855,10.0,10.0,35.0,32.0,35.0,32.0,80.0,67.0,54.421768707483
1027,2015,6-Houston,Female,Hispanic,Six to Twelve Years Old,26.0,27.0,4.0,6.0,11.0,3.0,0.0,0.0,52,55,722,13.127272727272727,14.0,14.0,48.0,27.0,48.0,27.0,53.0,75.0,41.40625
1028,2015,6-Houston,Female,Hispanic,Thirteen to Seventeen Years Old,3.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,11,34,1492,43.88235294117647,10.0,10.0,45.0,24.0,54.0,15.0,11.0,69.0,13.750000000000002
1029,2015,6-Houston,Female,Other,Birth to Five Years Old,27.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,19,15,151,10.066666666666666,10.0,10.0,18.0,15.0,17.0,16.0,0.0,33.0,0.0
1030,2015,6-Houston,Female,Other,Six to Twelve Years Old,17.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,14,8,148,18.5,12.0,14.0,15.0,9.0,15.0,9.0,0.0,24.0,0.0
1031,2015,6-Houston,Female,Other,Thirteen to Seventeen Years Old,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4,5,93,18.6,6.0,10.0,10.0,6.0,11.0,5.0,0.0,16.0,0.0
1032,2015,6-Houston,Male,African American,Birth to Five Years Old,36.0,109.0,32.0,8.0,15.0,11.0,1.0,1.0,133,96,1024,10.666666666666666,10.0,10.0,35.0,27.0,33.0,29.0,145.0,62.0,70.04830917874396
1033,2015,6-Houston,Male,African American,Six to Twelve Years Old,5.0,56.0,4.0,8.0,26.0,4.0,0.0,0.0,60,130,3961,30.46923076923077,14.0,14.0,48.0,32.0,52.0,28.0,61.0,80.0,43.262411347517734
1034,2015,6-Houston,Male,African American,Thirteen to Seventeen Years Old,3.0,7.0,0.0,2.0,5.0,2.0,0.0,0.0,14,76,4800,63.157894736842096,10.0,10.0,48.0,17.0,51.0,14.0,10.0,65.0,13.333333333333334
1035,2015,6-Houston,Male,Anglo,Birth to Five Years Old,10.0,72.0,17.0,0.0,9.0,1.0,0.0,1.0,71,54,328,6.074074074074074,10.0,10.0,54.0,37.0,45.0,46.0,82.0,91.0,47.398843930635834
1036,2015,6-Houston,Male,Anglo,Six to Twelve Years Old,11.0,42.0,2.0,6.0,14.0,1.0,0.0,0.0,47,62,1425,22.983870967741932,14.0,14.0,64.0,38.0,53.0,49.0,53.0,102.0,34.193548387096776
1037,2015,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,3.0,8.0,0.0,7.0,8.0,2.0,0.0,0.0,12,51,2170,42.549019607843135,10.0,10.0,66.0,31.0,76.0,21.0,11.0,97.0,10.185185185185185
1038,2015,6-Houston,Male,Hispanic,Birth to Five Years Old,51.0,28.0,9.0,1.0,9.0,7.0,0.0,2.0,88,70,688,9.82857142857143,10.0,10.0,33.0,35.0,36.0,32.0,79.0,68.0,53.74149659863946
1039,2015,6-Houston,Male,Hispanic,Six to Twelve Years Old,30.0,18.0,4.0,6.0,11.0,2.0,0.0,1.0,52,62,1540,24.838709677419356,14.0,14.0,46.0,27.0,43.0,30.0,48.0,73.0,39.66942148760331
1040,2015,6-Houston,Male,Hispanic,Thirteen to Seventeen Years Old,13.0,10.0,1.0,6.0,12.0,1.0,0.0,0.0,25,48,2425,50.52083333333334,10.0,10.0,40.0,19.0,50.0,9.0,23.0,59.0,28.04878048780488
1041,2015,6-Houston,Male,Other,Birth to Five Years Old,28.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,16,19,151,7.947368421052633,10.0,10.0,18.0,13.0,17.0,14.0,0.0,31.0,0.0
1042,2015,6-Houston,Male,Other,Six to Twelve Years Old,11.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,11,16,405,25.3125,14.0,14.0,19.0,14.0,20.0,13.0,0.0,33.0,0.0
1043,2015,6-Houston,Male,Other,Thirteen to Seventeen Years Old,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,9,555,61.66666666666666,10.0,10.0,18.0,4.0,19.0,3.0,0.0,22.0,0.0
1044,2015,7-Austin,Female,African American,Birth to Five Years Old,23.0,34.0,4.0,0.0,3.0,0.0,0.0,0.0,52,36,267,7.416666666666668,10.0,10.0,39.0,34.0,34.0,39.0,57.0,73.0,43.84615384615385
1045,2015,7-Austin,Female,African American,Six to Twelve Years Old,4.0,15.0,0.0,1.0,2.0,1.0,0.0,0.0,14,29,421,14.517241379310345,14.0,14.0,39.0,31.0,38.0,32.0,19.0,70.0,21.34831460674157
1046,2015,7-Austin,Female,African American,Thirteen to Seventeen Years Old,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5,22,1046,47.54545454545455,10.0,10.0,36.0,14.0,35.0,15.0,5.0,50.0,9.090909090909092
1047,2015,7-Austin,Female,Anglo,Birth to Five Years Old,10.0,45.0,11.0,0.0,3.0,3.0,0.0,0.0,60,52,331,6.365384615384616,10.0,10.0,72.0,77.0,74.0,75.0,55.0,149.0,26.96078431372549
1048,2015,7-Austin,Female,Anglo,Six to Twelve Years Old,6.0,38.0,1.0,4.0,9.0,1.0,0.0,0.0,49,67,677,10.1044776119403,14.0,14.0,67.0,77.0,68.0,76.0,44.0,144.0,23.404255319148938
1049,2015,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,3.0,12.0,0.0,4.0,3.0,0.0,0.0,0.0,14,40,942,23.55,10.0,10.0,71.0,44.0,73.0,42.0,15.0,115.0,11.538461538461538
1050,2015,7-Austin,Female,Hispanic,Birth to Five Years Old,47.0,36.0,13.0,1.0,6.0,1.0,0.0,0.0,84,85,493,5.8,10.0,10.0,53.0,62.0,50.0,65.0,83.0,115.0,41.91919191919192
1051,2015,7-Austin,Female,Hispanic,Six to Twelve Years Old,31.0,24.0,2.0,6.0,6.0,1.0,0.0,1.0,49,44,470,10.681818181818182,14.0,14.0,52.0,57.0,48.0,61.0,55.0,109.0,33.53658536585366
1052,2015,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,2.0,7.0,0.0,4.0,2.0,0.0,0.0,0.0,11,21,595,28.33333333333333,10.0,10.0,51.0,23.0,54.0,20.0,9.0,74.0,10.843373493975903
1053,2015,7-Austin,Female,Other,Birth to Five Years Old,16.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,14,17,82,4.823529411764706,10.0,10.0,20.0,27.0,18.0,29.0,0.0,47.0,0.0
1054,2015,7-Austin,Female,Other,Six to Twelve Years Old,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,7,105,15.0,14.0,14.0,9.0,17.0,11.0,15.0,0.0,26.0,0.0
1055,2015,7-Austin,Male,African American,Birth to Five Years Old,16.0,32.0,6.0,0.0,1.0,2.0,0.0,0.0,45,37,229,6.1891891891891895,10.0,10.0,33.0,33.0,29.0,37.0,48.0,66.0,42.10526315789473
1056,2015,7-Austin,Male,African American,Six to Twelve Years Old,5.0,15.0,0.0,2.0,6.0,1.0,0.0,0.0,20,32,403,12.59375,14.0,14.0,45.0,31.0,39.0,37.0,20.0,76.0,20.833333333333336
1057,2015,7-Austin,Male,African American,Thirteen to Seventeen Years Old,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,3,22,1043,47.40909090909091,10.0,10.0,46.0,14.0,47.0,13.0,2.0,60.0,3.225806451612903
1058,2015,7-Austin,Male,Anglo,Birth to Five Years Old,17.0,58.0,17.0,2.0,9.0,4.0,0.0,1.0,75,73,466,6.383561643835616,10.0,10.0,68.0,65.0,61.0,72.0,75.0,133.0,36.05769230769231
1059,2015,7-Austin,Male,Anglo,Six to Twelve Years Old,8.0,41.0,5.0,6.0,11.0,1.0,0.0,0.0,48,53,577,10.88679245283019,14.0,14.0,73.0,63.0,74.0,62.0,49.0,136.0,26.486486486486488
1060,2015,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,9,36,798,22.16666666666667,10.0,10.0,67.0,32.0,74.0,25.0,9.0,99.0,8.333333333333332
1061,2015,7-Austin,Male,Hispanic,Birth to Five Years Old,51.0,30.0,12.0,1.0,12.0,3.0,0.0,1.0,84,88,521,5.920454545454546,10.0,10.0,64.0,60.0,61.0,63.0,81.0,124.0,39.51219512195122
1062,2015,7-Austin,Male,Hispanic,Six to Twelve Years Old,26.0,25.0,0.0,6.0,9.0,0.0,0.0,0.0,46,66,927,14.045454545454545,14.0,14.0,63.0,61.0,63.0,61.0,51.0,124.0,29.142857142857142
1063,2015,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,6.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,12,24,804,33.5,10.0,10.0,45.0,22.0,50.0,17.0,13.0,67.0,16.25
1064,2015,7-Austin,Male,Other,Birth to Five Years Old,24.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,21,16,119,7.4375,10.0,10.0,25.0,22.0,20.0,27.0,0.0,47.0,0.0
1065,2015,7-Austin,Male,Other,Six to Twelve Years Old,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,14,175,12.5,14.0,14.0,18.0,24.0,18.0,24.0,0.0,42.0,0.0
1066,2015,8-San Antonio,Female,African American,Birth to Five Years Old,4.0,23.0,6.0,2.0,0.0,0.0,0.0,0.0,27,17,123,7.235294117647059,10.0,10.0,13.0,9.0,15.0,7.0,27.0,22.0,55.10204081632652
1067,2015,8-San Antonio,Female,African American,Six to Twelve Years Old,3.0,17.0,1.0,2.0,5.0,0.0,0.0,0.0,20,16,430,26.875,14.0,14.0,21.0,10.0,20.0,11.0,20.0,31.0,39.21568627450981
1068,2015,8-San Antonio,Female,African American,Thirteen to Seventeen Years Old,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5,12,665,55.41666666666666,8.0,9.0,18.0,6.0,17.0,7.0,0.0,24.0,0.0
1069,2015,8-San Antonio,Female,Anglo,Birth to Five Years Old,15.0,32.0,18.0,2.0,11.0,5.0,0.0,2.0,48,38,255,6.7105263157894735,10.0,10.0,42.0,28.0,32.0,38.0,47.0,70.0,40.17094017094017
1070,2015,8-San Antonio,Female,Anglo,Six to Twelve Years Old,7.0,22.0,0.0,3.0,1.0,0.0,0.0,0.0,28,35,537,15.342857142857143,14.0,14.0,46.0,38.0,47.0,37.0,29.0,84.0,25.663716814159294
